Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,50CI,95CI,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
234805,04-Jul-2022,18:11:28,1,185.000000,90,51,0,4,42.13467,-70.30402,18:14:33 04-Jul-2022,Interpolated,42.09155,-70.27595,,,,,1.9,-1.9,,,,15,6,12180,,,,9,29738,,,,19,28338,,,,11,2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,05-Jul-2022,07:21:01,1,185.000000,92,91,0,4,42.11224,-70.21360,07:24:06 05-Jul-2022,Interpolated,42.08525,-70.30439,,,,,18.9,-1.4,,,,15,31,8322,,,,27,31780,,,,8,29260,,,,26,7734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,07-Jul-2022,17:01:21,2,185.000000,110,236,0,4,42.03560,-70.02301,17:04:26 07-Jul-2022,Interpolated,42.12041,-70.16707,,,,,8.2,-0.1,,,,15,19,8070,,,,17,1242,,,,4,11306,,,,6,9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,10-Jul-2022,12:15:40,1,186.000000,124,429,0,4,42.02151,-70.27517,12:18:45 10-Jul-2022,Interpolated,42.11409,-70.27227,,,,,0.6,-1.6,,,,15,7,16237,,,,21,9440,,,,3,32505,,,,30,31777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,10-Jul-2022,15:59:24,1,186.000000,125,440,0,4,42.00466,-70.27262,16:02:29 10-Jul-2022,Interpolated,42.12847,-70.28734,,,,,5.7,1.2,,,,15,20,24931,,,,2,9842,,,,12,9904,,,,11,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,11-Jul-2022,15:08:57,1,186.000000,129,510,0,4,42.03440,-70.28262,15:12:03 11-Jul-2022,Interpolated,42.06228,-70.37368,,,,,10.6,-1.8,,,,15,2,21321,,,,24,17908,,,,11,25307,,,,6,8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,12-Jul-2022,04:23:42,1,186.000000,132,552,0,5,42.02277,-70.25021,04:26:48 12-Jul-2022,Interpolated,42.01717,-70.32958,,,,,9.2,-0.3,,,,15,32,27172,,,,25,10322,,,,31,19352,,,,22,15928,,,,29,28105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,14-Jul-2022,21:25:09,1,187.000000,140,754,0,4,42.16158,-70.15617,21:28:15 14-Jul-2022,Interpolated,42.19526,-70.09241,,,,,27.0,-0.4,,,,15,29,30584,,,,18,24910,,,,23,4399,,,,15,30282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,15-Jul-2022,23:02:55,1,187.000000,143,832,0,4,42.03228,-69.91784,23:06:01 15-Jul-2022,Interpolated,42.00251,-69.90693,,,,,27.4,0.2,,,,15,10,32126,,,,15,21506,,,,28,13416,,,,13,21050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234805,16-Jul-2022,08:36:33,1,187.000000,144,853,0,4,41.83026,-69.86332,08:39:39 16-Jul-2022,Interpolated,41.87727,-69.85237,,,,,18.8,-0.2,,,,15,7,17966,,,,16,26866,,,,30,8508,,,,27,31657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
