DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
CCS-0187,234805,,Transmission,Mk10,1,16:00:00 04-Jul-2022,17:00:00 04-Jul-2022,,,,0.5,0.00,29.0,0.25,6.9,0.00,19.9,0.00,,,
CCS-0187,234805,,Transmission,Mk10,1,17:00:00 04-Jul-2022,18:00:00 04-Jul-2022,,,,,,,,6.9,0.00,20.9,0.00,,,
CCS-0187,234805,,Transmission,Mk10,2,18:00:00 04-Jul-2022,19:00:00 04-Jul-2022,,,,,,,,6.9,0.00,21.3,0.00,,,
CCS-0187,234805,,Transmission,Mk10,1,19:00:00 04-Jul-2022,20:00:00 04-Jul-2022,,,,0.0,0.00,25.0,0.25,7.1,0.00,21.5,0.00,,,
CCS-0187,234805,,Transmission,Mk10,1,20:00:00 04-Jul-2022,21:00:00 04-Jul-2022,,,,,,,,7.1,0.00,21.6,0.00,,,
CCS-0187,234805,,Transmission,Mk10,2,22:00:00 04-Jul-2022,23:00:00 04-Jul-2022,,,,0.5,0.00,25.0,0.25,,,,,,,
CCS-0187,234805,,Transmission,Mk10,1,23:00:00 04-Jul-2022,00:00:00 05-Jul-2022,,,,0.5,0.00,26.0,0.25,,,,,,,
CCS-0187,234805,,Transmission,Mk10,1,00:00:00 07-Jul-2022,01:00:00 07-Jul-2022,,,,0.5,0.00,20.5,0.00,,,,,,,
CCS-0187,234805,,Transmission,Mk10,1,04:00:00 07-Jul-2022,05:00:00 07-Jul-2022,,,,0.5,0.00,3.0,0.00,,,,,,,
CCS-0187,234805,,Transmission,Mk10,1,10:00:00 07-Jul-2022,11:00:00 07-Jul-2022,,,,0.5,0.00,13.5,0.00,,,,,,,
CCS-0187,234805,,Transmission,Mk10,1,19:00:00 07-Jul-2022,20:00:00 07-Jul-2022,,,,0.5,0.00,28.0,0.25,6.9,0.00,21.0,0.00,,,
CCS-0187,234805,,Transmission,Mk10,1,20:00:00 07-Jul-2022,21:00:00 07-Jul-2022,,,,,,,,6.9,0.00,20.9,0.00,,,
CCS-0187,234805,,Transmission,Mk10,1,02:00:00 10-Jul-2022,03:00:00 10-Jul-2022,,,,0.5,0.00,2.5,0.00,18.3,0.00,19.8,0.00,,,
CCS-0187,234805,,Transmission,Mk10,3,09:00:00 10-Jul-2022,10:00:00 10-Jul-2022,,,,0.5,0.00,21.0,0.00,7.6,0.00,19.5,0.00,,,
CCS-0187,234805,,Transmission,Mk10,2,10:00:00 10-Jul-2022,11:00:00 10-Jul-2022,,,,0.5,0.00,25.0,0.25,,,,,,,
CCS-0187,234805,,Transmission,Mk10,2,13:00:00 10-Jul-2022,14:00:00 10-Jul-2022,,,,0.5,0.00,30.0,0.25,,,,,,,
CCS-0187,234805,,Transmission,Mk10,1,06:00:00 13-Jul-2022,07:00:00 13-Jul-2022,,,,,,,,19.6,0.00,20.4,0.00,,,
CCS-0187,234805,,Transmission,Mk10,1,10:00:00 13-Jul-2022,11:00:00 13-Jul-2022,,,,,,,,7.1,0.00,21.6,0.00,,,
