DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
CCS-0187,234805,,Mk10,16:00:00 04-Jul-2022,,,,1.0,19.5,TimeSeries
CCS-0187,234805,,Mk10,17:00:00 04-Jul-2022,,,,1.0,18.7,TimeSeries
CCS-0187,234805,,Mk10,19:00:00 04-Jul-2022,,,,1.3,20.1,TimeSeries
CCS-0187,234805,,Mk10,20:00:00 04-Jul-2022,,,,0.4,18.4,TimeSeries
CCS-0187,234805,,Mk10,19:00:00 07-Jul-2022,,,,1.3,20.5,TimeSeries
CCS-0187,234805,,Mk10,20:00:00 07-Jul-2022,,,,1.3,20.5,TimeSeries
CCS-0187,234805,,Mk10,02:00:00 10-Jul-2022,,,,1.3,19.4,TimeSeries
CCS-0187,234805,,Mk10,03:00:00 10-Jul-2022,,,,0.8,19.6,TimeSeries
CCS-0187,234805,,Mk10,09:00:00 10-Jul-2022,,,,0.8,19.1,TimeSeries
CCS-0187,234805,,Mk10,10:00:00 10-Jul-2022,,,,1.3,19.1,TimeSeries
CCS-0187,234805,,Mk10,23:00:00 14-Jul-2022,,,,0.0,17.0,Status
CCS-0187,234805,,Mk10,04:00:00 19-Jul-2022,,,,0.8,17.9,TimeSeries
CCS-0187,234805,,Mk10,05:00:00 19-Jul-2022,,,,0.8,17.9,TimeSeries
CCS-0187,234805,,Mk10,14:00:00 19-Jul-2022,,,,0.0,18.0,Status
CCS-0187,234805,,Mk10,17:00:00 19-Jul-2022,,,,0.8,18.1,TimeSeries
CCS-0187,234805,,Mk10,18:00:00 19-Jul-2022,,,,1.8,14.7,TimeSeries
CCS-0187,234805,,Mk10,05:00:00 22-Jul-2022,,,,1.3,21.9,TimeSeries
CCS-0187,234805,,Mk10,06:00:00 22-Jul-2022,,,,1.3,21.9,TimeSeries
CCS-0187,234805,,Mk10,07:00:00 22-Jul-2022,,,,1.3,21.8,TimeSeries
CCS-0187,234805,,Mk10,13:00:00 22-Jul-2022,,,,1.8,20.8,TimeSeries
CCS-0187,234805,,Mk10,14:00:00 22-Jul-2022,,,,1.8,20.8,TimeSeries
CCS-0187,234805,,Mk10,17:00:00 22-Jul-2022,,,,1.8,20.4,TimeSeries
CCS-0187,234805,,Mk10,18:00:00 22-Jul-2022,,,,1.8,20.4,TimeSeries
CCS-0187,234805,,Mk10,01:00:00 25-Jul-2022,,,,0.8,17.9,TimeSeries
CCS-0187,234805,,Mk10,02:00:00 25-Jul-2022,,,,1.3,16.6,TimeSeries
CCS-0187,234805,,Mk10,04:00:00 25-Jul-2022,,,,1.3,18.9,TimeSeries
CCS-0187,234805,,Mk10,05:00:00 25-Jul-2022,,,,1.3,18.9,TimeSeries
CCS-0187,234805,,Mk10,02:00:00 28-Jul-2022,,,,1.8,19.3,TimeSeries
CCS-0187,234805,,Mk10,03:00:00 28-Jul-2022,,,,1.3,19.9,TimeSeries
CCS-0187,234805,,Mk10,17:00:00 28-Jul-2022,,,,1.8,19.0,TimeSeries
CCS-0187,234805,,Mk10,18:00:00 28-Jul-2022,,,,1.8,19.0,TimeSeries
CCS-0187,234805,,Mk10,18:00:00 03-Aug-2022,,,,1.5,21.5,TimeSeries
CCS-0187,234805,,Mk10,19:00:00 03-Aug-2022,,,,1.0,21.5,TimeSeries
CCS-0187,234805,,Mk10,16:00:00 04-Aug-2022,,,,0.0,21.9,Status
