DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
CCS-0187,234805,Mk10,DS,1,0,0,,,15:44:03 04-Jul-2022,NN,,,,,,,,401650000,-117
CCS-0187,234805,Mk10,DS,1,0,1,,,22:11:07 04-Jul-2022,NP,,,,,,,,401650000,-133
CCS-0187,234805,Mk10,DS,4,0,4,138,41,22:54:19 04-Jul-2022,SR,0,42.1380,-70.5216,42.1380,-70.5216,40,,401677715,-118
CCS-0187,234805,Mk10,DS,4,0,3,130,75,23:01:13 04-Jul-2022,A1,A,42.1255,-70.4540,42.1255,-70.4540,6,,401677717,-117
CCS-0187,234805,Mk10,DS,1,0,1,,,23:16:47 04-Jul-2022,NK,B,42.1329,-70.5125,42.1329,-70.5125,6,,401677657,-120
CCS-0187,234805,Mk10,DS,5,0,4,145,82,23:49:06 04-Jul-2022,NP,0,42.0798,-70.5130,42.0798,-70.5130,45,,401677701,-121
CCS-0187,234805,Mk10,DS,4,0,1,81,20,01:31:42 05-Jul-2022,NN,0,42.1215,-70.2941,42.1215,-70.2941,47,,401677722,-127
CCS-0187,234805,Mk10,DS,1,0,0,,,01:32:28 05-Jul-2022,NP,B,42.1214,-70.2939,42.1214,-70.2939,6,,401677737,-137
CCS-0187,234805,Mk10,DS,2,0,1,254,254,09:38:54 05-Jul-2022,A1,B,42.0780,-70.1117,42.0780,-70.1117,8,,401677735,-133
CCS-0187,234805,Mk10,DS,2,0,0,286,286,10:09:55 05-Jul-2022,SR,B,42.0788,-70.1126,42.0788,-70.1126,8,,401677717,-115
CCS-0187,234805,Mk10,DS,3,0,3,296,269,11:28:37 05-Jul-2022,NK,A,42.1139,-70.1561,42.1139,-70.1561,8,,401677681,-127
CCS-0187,234805,Mk10,DS,1,0,0,,,12:08:14 05-Jul-2022,NP,B,42.1199,-70.1607,42.1199,-70.1607,6,,401677719,-130
CCS-0187,234805,Mk10,DS,2,0,0,16,16,13:09:28 05-Jul-2022,NK,B,42.1630,-70.1855,42.1630,-70.1855,7,,401677742,-116
CCS-0187,234805,Mk10,DS,1,0,1,,,13:20:50 05-Jul-2022,MC,B,42.1641,-70.1839,42.1641,-70.1839,6,,401677711,-131
CCS-0187,234805,Mk10,DS,1,0,1,,,13:54:31 05-Jul-2022,NP,B,42.1715,-70.2008,42.1715,-70.2008,6,,401677725,-125
CCS-0187,234805,Mk10,DS,3,0,2,214,65,14:09:02 05-Jul-2022,MB,A,42.0797,-70.1732,42.0797,-70.1732,6,,401677668,-126
CCS-0187,234805,Mk10,DS,1,0,1,,,15:04:28 05-Jul-2022,MC,B,42.0849,-70.1923,42.0849,-70.1923,6,,401677691,-119
CCS-0187,234805,Mk10,DS,2,0,0,339,339,15:25:57 05-Jul-2022,NN,B,42.1439,-70.1854,42.1439,-70.1854,6,,401677708,-137
CCS-0187,234805,Mk10,DS,1,0,0,,,16:43:52 05-Jul-2022,MC,B,42.1581,-70.2065,42.1581,-70.2065,8,,401677717,-124
CCS-0187,234805,Mk10,DS,3,0,0,22,15,17:09:58 05-Jul-2022,NN,A,42.1887,-70.2197,42.1887,-70.2197,8,,401677725,-132
CCS-0187,234805,Mk10,DS,1,0,1,,,22:04:49 05-Jul-2022,NP,B,42.2565,-70.2687,,,8,,401677679,-137
CCS-0187,234805,Mk10,DS,2,0,0,219,219,22:22:11 05-Jul-2022,SR,B,42.1535,-70.2184,,,6,,401677747,-129
CCS-0187,234805,Mk10,DS,2,0,1,79,79,23:39:03 05-Jul-2022,NP,B,42.1384,-70.2584,42.1384,-70.2584,8,,401677717,-117
CCS-0187,234805,Mk10,DS,1,0,0,,,00:02:56 06-Jul-2022,SR,B,42.1468,-70.2595,42.1468,-70.2595,6,,401677707,-118
CCS-0187,234805,Mk10,DS,1,0,1,,,00:32:21 06-Jul-2022,NK,B,42.1478,-70.2672,42.1478,-70.2672,6,,401677702,-133
CCS-0187,234805,Mk10,DS,1,0,1,,,00:43:25 06-Jul-2022,MC,B,42.1510,-70.2687,42.1510,-70.2687,8,,401677707,-126
CCS-0187,234805,Mk10,DS,1,0,1,,,01:20:48 06-Jul-2022,NN,B,42.1545,-70.2657,42.1545,-70.2657,8,,401677693,-129
CCS-0187,234805,Mk10,DS,1,0,1,,,01:20:48 06-Jul-2022,NP,B,42.1556,-70.2533,42.1556,-70.2533,,,401677712,-138
