DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
CCS-0710,234802,,Mk10,,10:31:29 15-Jul-2022,10:34:33 15-Jul-2022,184,B,42.1893,-70.1050,CRC,0,0,,,,1.016,0.180,,1.0,52.0,0,,,,,,,,,,,125,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,09:46:59 16-Jul-2022,09:50:04 16-Jul-2022,185,0,42.1192,-70.1653,CRC,0,0,,,,1.024,0.224,,0.5,44.0,0,,,,,,,,,,,128,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,00:50:14 17-Jul-2022,,B,42.3023,-70.0629,,0,0,,7142,3.504,1.016,0.172,18.00,41.0,44.0,0,,,,,,,,,,,,18,250,80,769,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,11:22:51 17-Jul-2022,,1,42.2700,-70.0571,,0,0,,7398,3.376,,,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,14:20:17 17-Jul-2022,,1,42.2058,-70.1359,,0,0,,7526,3.440,2.040,0.248,16.30,4.5,44.0,0,,,,,,,,,,,,16,254,0,9,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,00:39:18 18-Jul-2022,00:42:22 18-Jul-2022,184,1,42.2886,-70.1486,CRC,0,0,,,,1.016,0.228,,1.5,40.0,0,,,,,,,,,,,188,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,00:03:26 20-Jul-2022,,B,42.1922,-69.5003,,0,0,,8550,3.440,1.016,0.208,17.90,1.0,42.0,0,,,,,,,,,,,,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,10:43:59 20-Jul-2022,,1,42.1162,-70.0366,CRC,0,0,,8934,3.440,1.016,0.176,18.00,1.0,42.0,0,,,,,,,,,,,181,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,00:00:35 21-Jul-2022,00:03:40 21-Jul-2022,185,0,42.1477,-70.2849,CRC,0,0,,,,1.008,0.324,,1.5,40.0,0,,,,,,,,,,,136,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,15:37:40 21-Jul-2022,15:40:45 21-Jul-2022,185,0,42.0998,-70.1082,CRC,0,0,,,,1.016,0.256,,1.5,40.0,0,,,,,,,,,,,94,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,00:03:13 22-Jul-2022,,A,41.9430,-69.7202,CRC,0,0,,9510,3.376,1.024,0.236,19.10,1.0,46.0,0,,,,,,,,,,,159,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,12:35:56 22-Jul-2022,,0,41.6342,-69.6242,CRC,0,0,,9830,3.376,1.016,0.296,18.30,1.0,46.0,0,,,,,,,,,,,231,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,14:34:35 23-Jul-2022,14:37:40 23-Jul-2022,185,0,42.2426,-70.2315,CRC,0,0,,,,1.016,0.320,,1.0,40.0,0,,,,,,,,,,,224,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,01:06:14 24-Jul-2022,01:09:19 24-Jul-2022,185,0,42.1520,-70.2535,CRC,0,0,,,,1.016,0.228,,1.5,38.0,0,,,,,,,,,,,212,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,09:21:34 24-Jul-2022,,2,42.1103,-70.2222,CRC,0,0,,10662,3.440,1.016,0.216,20.60,1.0,38.0,0,,,,,,,,,,,146,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,12:40:10 26-Jul-2022,,0,42.0915,-70.0659,CRC,0,0,,11750,3.376,1.016,0.228,18.80,1.0,28.0,0,,,,,,,,,,,91,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,14:27:54 26-Jul-2022,14:30:59 26-Jul-2022,185,1,42.2474,-70.1620,CRC,0,0,,,,1.016,0.236,,1.0,28.0,0,,,,,,,,,,,89,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,12:56:40 27-Jul-2022,,1,42.1325,-70.1739,CRC,0,0,,12262,3.376,1.016,0.260,17.70,1.0,28.0,0,,,,,,,,,,,192,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,09:46:14 28-Jul-2022,,2,42.1358,-70.1268,CRC,0,0,,12518,3.376,1.016,0.252,18.80,1.0,30.0,0,,,,,,,,,,,98,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,11:39:48 28-Jul-2022,11:42:53 28-Jul-2022,185,A,42.1675,-70.1151,CRC,0,0,,,,1.016,0.240,,1.0,30.0,0,,,,,,,,,,,113,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,13:25:15 28-Jul-2022,13:28:20 28-Jul-2022,185,1,42.2376,-70.1743,CRC,0,0,,,,1.016,0.276,,1.5,30.0,0,,,,,,,,,,,255,18,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,09:18:59 29-Jul-2022,09:22:04 29-Jul-2022,185,1,42.1150,-70.1770,CRC,0,0,,,,1.016,0.220,,1.5,28.0,0,,,,,,,,,,,255,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,10:45:30 30-Jul-2022,,1,42.1414,-70.1747,CRC,0,0,,13542,3.376,1.016,0.276,17.90,1.0,28.0,0,,,,,,,,,,,255,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,13:46:10 30-Jul-2022,13:49:15 30-Jul-2022,185,A,42.1234,-70.0726,CRC,0,0,,,,1.016,0.224,,1.0,28.0,0,,,,,,,,,,,232,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,01:07:50 01-Aug-2022,01:10:56 01-Aug-2022,186,A,42.0876,-70.2611,CRC,0,0,,,,1.016,0.220,,0.5,30.0,0,,,,,,,,,,,238,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,09:23:09 01-Aug-2022,09:26:15 01-Aug-2022,186,1,42.0925,-70.1494,CRC,0,0,,,,1.016,0.244,,1.5,30.0,0,,,,,,,,,,,214,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,15:41:54 01-Aug-2022,,0,42.0969,-70.1791,CRC,0,0,,14758,3.440,1.016,0.248,20.70,1.0,30.0,0,,,,,,,,,,,255,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,14:14:05 03-Aug-2022,,A,42.1479,-70.1594,CRC,0,0,,15718,3.376,1.016,0.236,21.50,1.0,30.0,0,,,,,,,,,,,84,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,16:10:41 04-Aug-2022,16:13:46 04-Aug-2022,185,0,42.0969,-70.2573,CRC,0,0,,,,1.016,0.264,,1.5,30.0,0,,,,,,,,,,,224,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,,09:14:33 05-Aug-2022,,B,42.1055,-70.1504,CRC,0,0,,16422,3.440,1.016,0.236,21.00,1.5,30.0,0,,,,,,,,,,,184,17,255,80,256,,,,,,,,,0,,,,,,,,,,
CCS-0710,234802,,Mk10,,10:09:28 06-Aug-2022,10:12:34 06-Aug-2022,186,0,42.2116,-70.0739,CRC,0,0,,,,1.016,0.308,,1.0,30.0,0,,,,,,,,,,,174,17,255,80,256,,,,,,,,,0,,,,,,,,,,
