DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
CCS-0710,234802,Mk10,13:55:08 07-Jul-2022,Argos,0,42.2412,-70.1694,3709,19240,715,9,,,,,,
CCS-0710,234802,Mk10,14:18:39 07-Jul-2022,Argos,0,42.2336,-70.1798,3045,6791,1365,34,,,,,,
CCS-0710,234802,Mk10,15:08:19 07-Jul-2022,Argos,0,42.1866,-70.1249,3222,22671,457,124,,,,,,
CCS-0710,234802,Mk10,15:08:29 07-Jul-2022,Argos,1,42.1816,-70.1162,1309,7348,233,102,,,,,,
CCS-0710,234802,Mk10,15:12:28 07-Jul-2022,Argos,B,42.1636,-70.1076,5215,17071,1592,78,,,,,,
CCS-0710,234802,Mk10,00:04:59 08-Jul-2022,Argos,B,42.1764,-70.1188,29541,58912,14813,72,,,,,,
CCS-0710,234802,Mk10,00:47:11 08-Jul-2022,Argos,1,42.0726,-70.2549,964,2088,444,72,,,,,,
CCS-0710,234802,Mk10,00:52:54 08-Jul-2022,Argos,2,42.0826,-70.2201,257,474,139,89,,,,,,
CCS-0710,234802,Mk10,00:55:35 08-Jul-2022,Argos,B,42.0727,-70.2258,1188,4420,319,109,,,,,,
CCS-0710,234802,Mk10,01:20:28 08-Jul-2022,Argos,B,42.0516,-70.2635,2349,3581,1540,100,,,,,,
CCS-0710,234802,Mk10,01:49:03 08-Jul-2022,Argos,B,42.0340,-70.3325,2639,3872,1798,97,,,,,,
CCS-0710,234802,Mk10,02:29:09 08-Jul-2022,Argos,0,42.1061,-70.2555,8816,120818,643,83,,,,,,
CCS-0710,234802,Mk10,02:30:45 08-Jul-2022,Argos,1,42.1157,-70.2394,1195,12055,118,75,,,,,,
CCS-0710,234802,Mk10,03:24:23 08-Jul-2022,Argos,B,42.1121,-70.2730,2263,10116,506,156,,,,,,
CCS-0710,234802,Mk10,08:38:44 08-Jul-2022,Argos,A,42.1830,-70.2971,1062,15651,72,118,,,,,,
CCS-0710,234802,Mk10,08:52:43 08-Jul-2022,Argos,A,42.1087,-70.2284,169,209,136,109,,,,,,
CCS-0710,234802,Mk10,10:15:56 08-Jul-2022,Argos,B,42.1077,-70.2585,1803,2611,1244,81,,,,,,
CCS-0710,234802,Mk10,10:24:43 08-Jul-2022,Argos,B,42.0658,-70.2794,1342,81866,22,95,,,,,,
CCS-0710,234802,Mk10,11:34:54 08-Jul-2022,Argos,0,42.0431,-70.3036,2469,7213,845,19,,,,,,
CCS-0710,234802,Mk10,11:47:48 08-Jul-2022,Argos,1,42.1019,-70.3346,1468,3802,567,102,,,,,,
CCS-0710,234802,Mk10,11:59:09 08-Jul-2022,Argos,B,42.1534,-70.4600,5296,9354,2998,56,,,,,,
CCS-0710,234802,Mk10,13:12:42 08-Jul-2022,Argos,A,42.1116,-70.3303,12796,50973,3212,2,,,,,,
CCS-0710,234802,Mk10,13:14:39 08-Jul-2022,Argos,0,42.1018,-70.2871,1724,7385,402,93,,,,,,
CCS-0710,234802,Mk10,13:36:51 08-Jul-2022,Argos,0,42.1342,-70.3203,2611,19908,342,126,,,,,,
CCS-0710,234802,Mk10,13:56:43 08-Jul-2022,Argos,0,42.1342,-70.2805,6561,11008,3910,165,,,,,,
CCS-0710,234802,Mk10,00:26:53 09-Jul-2022,Argos,B,42.1219,-70.9941,80555,125256,51806,97,,,,,,Lon > 4 deviations from mean
CCS-0710,234802,Mk10,00:43:45 09-Jul-2022,Argos,2,42.0850,-70.3216,363,583,225,82,,,,,,
CCS-0710,234802,Mk10,00:45:54 09-Jul-2022,Argos,B,42.0855,-70.3217,708,926,540,88,,,,,,
CCS-0710,234802,Mk10,00:53:27 09-Jul-2022,Argos,B,42.0850,-70.3219,1045,1408,774,85,,,,,,
CCS-0710,234802,Mk10,01:19:19 09-Jul-2022,Argos,2,42.0803,-70.3233,404,2065,78,61,,,,,,
CCS-0710,234802,Mk10,02:09:39 09-Jul-2022,Argos,A,42.0842,-70.3158,922,11371,74,51,,,,,,
CCS-0710,234802,Mk10,02:18:42 09-Jul-2022,Argos,B,42.0940,-70.3074,673,5479,82,78,,,,,,
CCS-0710,234802,Mk10,03:01:35 09-Jul-2022,Argos,A,42.1026,-70.3185,409,1257,133,9,,,,,,
CCS-0710,234802,Mk10,04:07:51 09-Jul-2022,Argos,B,42.1024,-70.3500,1854,2320,1480,92,,,,,,
CCS-0710,234802,Mk10,08:10:20 09-Jul-2022,Argos,B,42.0987,-70.3222,2627,3546,1946,70,,,,,,
CCS-0710,234802,Mk10,09:41:30 09-Jul-2022,Argos,0,42.2424,-70.0615,17029,96754,2997,175,,,,,,
CCS-0710,234802,Mk10,10:05:43 09-Jul-2022,Argos,A,42.0705,-70.2531,2946,43480,199,91,,,,,,
CCS-0710,234802,Mk10,11:25:12 09-Jul-2022,Argos,0,42.0157,-70.3978,1505,6420,352,56,,,,,,
CCS-0710,234802,Mk10,11:25:35 09-Jul-2022,Argos,A,42.0813,-70.4737,6846,9995,4689,9,,,,,,
CCS-0710,234802,Mk10,11:25:42 09-Jul-2022,Argos,B,42.1924,-70.3534,8492,15673,4600,146,,,,,,
CCS-0710,234802,Mk10,13:03:54 09-Jul-2022,Argos,0,42.1057,-70.3189,4861,13174,1793,140,,,,,,
CCS-0710,234802,Mk10,13:04:22 09-Jul-2022,Argos,0,42.0862,-70.2674,15784,261449,952,102,,,,,,
CCS-0710,234802,Mk10,13:35:35 09-Jul-2022,Argos,0,42.0599,-70.2576,3396,11924,967,139,,,,,,
CCS-0710,234802,Mk10,14:29:55 09-Jul-2022,Argos,A,42.0832,-70.2263,9492,115028,783,110,,,,,,
CCS-0710,234802,Mk10,00:31:35 10-Jul-2022,Argos,B,42.1395,-70.1638,3516,62785,196,164,,,,,,
