Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,50CI,95CI,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
BOF2,09-Aug-2024,03:49:54,2,1.000000,97,41,0,4,44.84938,-66.45148,03:49:55 09-Aug-2024,Interpolated,44.80522,-66.49502,,,,,3.1,-1.3,,,,15,27,22004,,,,8,2165,,,,16,9771,,,,4,11404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,09-Aug-2024,21:35:26,2,1.000000,99,96,0,4,44.78564,-66.65262,21:35:27 09-Aug-2024,Interpolated,44.81437,-66.64446,,,,,1.5,-1.3,,,,15,12,18598,,,,24,112,,,,10,15970,,,,32,2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,09-Aug-2024,22:40:45,3,1.000000,100,98,0,4,44.78144,-66.64967,22:40:46 09-Aug-2024,Interpolated,44.80429,-66.65138,,,,,0.8,-1.3,,,,15,21,29287,,,,2,13106,,,,23,24448,,,,31,9471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,10-Aug-2024,01:14:17,3,1.000000,101,105,0,4,44.80627,-66.64134,01:14:18 10-Aug-2024,Interpolated,44.80071,-66.65140,,,,,2.3,-0.9,,,,15,1,24652,,,,26,2902,,,,29,9814,,,,31,11257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,10-Aug-2024,02:33:23,3,1.000000,102,108,0,5,44.81151,-66.66196,02:33:24 10-Aug-2024,Interpolated,44.83102,-66.63378,,1,,,15.0,-0.3,,,,15,1,14992,,,,31,22830,,,,28,17314,,,,16,3231,,,,26,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,11-Aug-2024,00:32:02,2,1.000000,106,177,0,5,44.87144,-66.30660,00:32:03 11-Aug-2024,Interpolated,44.91359,-66.33091,,1,,,1.0,0.3,,,,15,26,7956,,,,1,7547,,,,4,31347,,,,3,21944,,,,31,6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,11-Aug-2024,06:42:18,2,1.000000,107,196,0,4,44.58962,-66.38038,06:42:19 11-Aug-2024,Interpolated,44.69869,-66.21541,,,,,2.0,0.2,,,,15,22,23948,,,,30,17987,,,,8,20226,,,,27,15462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,12-Aug-2024,01:56:18,1,1.000000,108,260,0,5,44.34985,-66.29544,01:56:19 12-Aug-2024,Interpolated,44.39071,-66.28540,,1,,,5.0,0.1,,,,15,29,17894,,,,26,23908,,,,1,21815,,,,4,26157,,,,31,26475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,13-Aug-2024,00:01:28,2,1.000000,110,333,0,4,43.86503,-67.07768,00:01:29 13-Aug-2024,Interpolated,43.83975,-67.08052,,,,,6.4,0.4,,,,15,1,21302,,,,32,5241,,,,26,19908,,,,31,16798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOF2,14-Aug-2024,02:00:35,1,1.000000,116,413,0,4,44.39419,-66.79432,02:00:35 14-Aug-2024,Interpolated,44.49453,-66.61493,,,,,5.3,0.3,,,,15,28,7994,,,,16,13914,,,,3,20628,,,,31,25484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
