DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
CCS-2013,234801,,Transmission,Mk10,1,00:00:00 06-Jul-2022,01:00:00 06-Jul-2022,,,,0.0,0.00,20.5,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,01:00:00 06-Jul-2022,02:00:00 06-Jul-2022,,,,0.0,0.00,12.5,0.00,7.8,0.00,19.6,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,02:00:00 06-Jul-2022,03:00:00 06-Jul-2022,,,,0.0,0.00,2.5,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,05:00:00 06-Jul-2022,06:00:00 06-Jul-2022,,,,0.0,0.00,3.0,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,2,06:00:00 06-Jul-2022,07:00:00 06-Jul-2022,,,,0.0,0.00,3.0,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,07:00:00 06-Jul-2022,08:00:00 06-Jul-2022,,,,0.0,0.00,4.5,0.00,17.9,0.00,19.3,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,08:00:00 06-Jul-2022,09:00:00 06-Jul-2022,,,,0.0,0.00,10.0,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,2,09:00:00 06-Jul-2022,10:00:00 06-Jul-2022,,,,0.0,0.00,28.0,0.25,7.1,0.00,19.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,4,10:00:00 06-Jul-2022,11:00:00 06-Jul-2022,,,,0.0,0.00,25.0,0.25,7.1,0.00,19.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,11:00:00 06-Jul-2022,12:00:00 06-Jul-2022,,,,0.0,0.00,25.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,12:00:00 06-Jul-2022,13:00:00 06-Jul-2022,,,,,,,,7.1,0.00,20.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,13:00:00 06-Jul-2022,14:00:00 06-Jul-2022,,,,0.0,0.00,27.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,17:00:00 06-Jul-2022,18:00:00 06-Jul-2022,,,,,,,,8.3,0.00,19.3,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,19:00:00 06-Jul-2022,20:00:00 06-Jul-2022,,,,0.0,0.00,20.0,0.00,7.3,0.00,19.1,0.00,,,
CCS-2013,234801,,Transmission,Mk10,4,20:00:00 06-Jul-2022,21:00:00 06-Jul-2022,,,,0.0,0.00,14.0,0.00,8.6,0.00,19.0,0.00,,,
CCS-2013,234801,,Transmission,Mk10,2,22:00:00 06-Jul-2022,23:00:00 06-Jul-2022,,,,,,,,7.1,0.00,19.9,0.00,,,
CCS-2013,234801,,Transmission,Mk10,4,01:00:00 09-Jul-2022,02:00:00 09-Jul-2022,,,,,,,,7.4,0.00,20.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,3,02:00:00 09-Jul-2022,03:00:00 09-Jul-2022,,,,0.0,0.00,5.0,0.00,20.5,0.00,20.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,03:00:00 09-Jul-2022,04:00:00 09-Jul-2022,,,,0.0,0.00,3.5,0.00,19.9,0.00,20.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,4,04:00:00 09-Jul-2022,05:00:00 09-Jul-2022,,,,0.0,0.00,4.5,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,2,06:00:00 09-Jul-2022,07:00:00 09-Jul-2022,,,,0.0,0.00,3.5,0.00,19.4,0.00,20.9,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,08:00:00 09-Jul-2022,09:00:00 09-Jul-2022,,,,0.0,0.00,21.0,0.00,7.8,0.00,20.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,09:00:00 09-Jul-2022,10:00:00 09-Jul-2022,,,,0.0,0.00,26.0,0.25,7.3,0.00,20.4,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,10:00:00 09-Jul-2022,11:00:00 09-Jul-2022,,,,0.0,0.00,25.0,0.25,7.4,0.00,20.3,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,13:00:00 09-Jul-2022,14:00:00 09-Jul-2022,,,,0.0,0.00,30.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,2,14:00:00 09-Jul-2022,15:00:00 09-Jul-2022,,,,0.0,0.00,28.0,0.25,7.1,0.00,20.4,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,15:00:00 09-Jul-2022,16:00:00 09-Jul-2022,,,,0.0,0.00,27.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,16:00:00 09-Jul-2022,17:00:00 09-Jul-2022,,,,,,,,6.9,0.00,20.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,18:00:00 09-Jul-2022,19:00:00 09-Jul-2022,,,,0.0,0.00,26.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,2,21:00:00 09-Jul-2022,22:00:00 09-Jul-2022,,,,0.0,0.00,27.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,00:00:00 12-Jul-2022,01:00:00 12-Jul-2022,,,,,,,,7.4,0.00,20.5,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,03:00:00 12-Jul-2022,04:00:00 12-Jul-2022,,,,,,,,7.6,0.00,20.3,0.00,,,
CCS-2013,234801,,Transmission,Mk10,3,04:00:00 12-Jul-2022,05:00:00 12-Jul-2022,,,,0.0,0.00,16.5,0.00,7.6,0.00,20.0,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,05:00:00 12-Jul-2022,06:00:00 12-Jul-2022,,,,,,,,7.4,0.00,20.0,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,06:00:00 12-Jul-2022,07:00:00 12-Jul-2022,,,,0.0,0.00,9.0,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,07:00:00 12-Jul-2022,08:00:00 12-Jul-2022,,,,,,,,8.3,0.00,19.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,08:00:00 12-Jul-2022,09:00:00 12-Jul-2022,,,,0.0,0.00,14.5,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,3,09:00:00 12-Jul-2022,10:00:00 12-Jul-2022,,,,0.0,0.00,19.0,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,12:00:00 12-Jul-2022,13:00:00 12-Jul-2022,,,,0.0,0.00,27.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,13:00:00 12-Jul-2022,14:00:00 12-Jul-2022,,,,0.0,0.00,25.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,14:00:00 12-Jul-2022,15:00:00 12-Jul-2022,,,,0.0,0.00,26.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,3,15:00:00 12-Jul-2022,16:00:00 12-Jul-2022,,,,,,,,7.3,0.00,19.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,16:00:00 12-Jul-2022,17:00:00 12-Jul-2022,,,,0.0,0.00,28.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,17:00:00 12-Jul-2022,18:00:00 12-Jul-2022,,,,0.0,0.00,27.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,18:00:00 12-Jul-2022,19:00:00 12-Jul-2022,,,,,,,,7.4,0.00,18.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,2,19:00:00 12-Jul-2022,20:00:00 12-Jul-2022,,,,0.0,0.00,26.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,3,20:00:00 12-Jul-2022,21:00:00 12-Jul-2022,,,,0.0,0.00,27.0,0.25,7.3,0.00,20.3,0.00,,,
CCS-2013,234801,,Transmission,Mk10,2,21:00:00 12-Jul-2022,22:00:00 12-Jul-2022,,,,0.0,0.00,25.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,2,22:00:00 12-Jul-2022,23:00:00 12-Jul-2022,,,,0.0,0.00,23.5,0.00,7.3,0.00,20.5,0.00,,,
CCS-2013,234801,,Transmission,Mk10,2,04:00:00 15-Jul-2022,05:00:00 15-Jul-2022,,,,0.0,0.00,10.5,0.00,11.3,0.00,19.0,0.00,,,
CCS-2013,234801,,Transmission,Mk10,3,05:00:00 15-Jul-2022,06:00:00 15-Jul-2022,,,,0.0,0.00,20.5,0.00,7.9,0.00,18.6,0.00,,,
CCS-2013,234801,,Transmission,Mk10,9,06:00:00 15-Jul-2022,07:00:00 15-Jul-2022,,,,0.0,0.00,11.5,0.00,8.3,0.00,18.6,0.00,,,
CCS-2013,234801,,Transmission,Mk10,4,07:00:00 15-Jul-2022,08:00:00 15-Jul-2022,,,,0.0,0.00,21.5,0.00,7.6,0.00,19.0,0.00,,,
CCS-2013,234801,,Transmission,Mk10,4,08:00:00 15-Jul-2022,09:00:00 15-Jul-2022,,,,0.0,0.00,15.5,0.00,7.8,0.00,19.4,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,09:00:00 15-Jul-2022,10:00:00 15-Jul-2022,,,,0.0,0.00,23.5,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,3,10:00:00 15-Jul-2022,11:00:00 15-Jul-2022,,,,0.0,0.00,22.0,0.00,7.3,0.00,18.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,11:00:00 15-Jul-2022,12:00:00 15-Jul-2022,,,,,,,,7.1,0.00,19.0,0.00,,,
CCS-2013,234801,,Transmission,Mk10,2,12:00:00 15-Jul-2022,13:00:00 15-Jul-2022,,,,0.0,0.00,21.5,0.00,7.1,0.00,18.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,2,13:00:00 15-Jul-2022,14:00:00 15-Jul-2022,,,,0.0,0.00,23.0,0.00,7.4,0.00,19.4,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,14:00:00 15-Jul-2022,15:00:00 15-Jul-2022,,,,0.0,0.00,24.5,0.00,7.8,0.00,19.4,0.00,,,
CCS-2013,234801,,Transmission,Mk10,3,15:00:00 15-Jul-2022,16:00:00 15-Jul-2022,,,,0.0,0.00,23.5,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,2,16:00:00 15-Jul-2022,17:00:00 15-Jul-2022,,,,0.0,0.00,25.0,0.25,7.3,0.00,19.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,17:00:00 15-Jul-2022,18:00:00 15-Jul-2022,,,,,,,,7.4,0.00,20.1,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,19:00:00 15-Jul-2022,20:00:00 15-Jul-2022,,,,0.0,0.00,27.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,20:00:00 15-Jul-2022,21:00:00 15-Jul-2022,,,,,,,,7.1,0.00,20.5,0.00,,,
CCS-2013,234801,,Transmission,Mk10,3,21:00:00 15-Jul-2022,22:00:00 15-Jul-2022,,,,0.0,0.00,27.0,0.25,7.1,0.00,20.6,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,22:00:00 15-Jul-2022,23:00:00 15-Jul-2022,,,,,,,,7.3,0.00,20.3,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,00:00:00 18-Jul-2022,01:00:00 18-Jul-2022,,,,0.0,0.00,25.0,0.25,7.1,0.00,20.3,0.00,,,
