DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
CCS-2013,234801,,Transmission,Mk10,1,01:00:00 18-Jul-2022,02:00:00 18-Jul-2022,,,,0.0,0.00,21.5,0.00,,,,,,,
CCS-2013,234801,,Transmission,Mk10,1,02:00:00 18-Jul-2022,03:00:00 18-Jul-2022,,,,,,,,17.8,0.00,18.6,0.00,,,
CCS-2013,234801,,Transmission,Mk10,2,04:00:00 18-Jul-2022,05:00:00 18-Jul-2022,,,,0.0,0.00,4.0,0.00,14.8,0.00,19.0,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,05:00:00 18-Jul-2022,06:00:00 18-Jul-2022,,,,,,,,11.3,0.00,18.8,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,07:00:00 18-Jul-2022,08:00:00 18-Jul-2022,,,,0.0,0.00,23.0,0.00,8.1,0.00,18.4,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,08:00:00 18-Jul-2022,09:00:00 18-Jul-2022,,,,0.0,0.00,14.5,0.00,8.8,0.00,18.4,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,09:00:00 18-Jul-2022,10:00:00 18-Jul-2022,,,,,,,,7.8,0.00,18.1,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,11:00:00 18-Jul-2022,12:00:00 18-Jul-2022,,,,,,,,6.8,0.00,18.3,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,12:00:00 18-Jul-2022,13:00:00 18-Jul-2022,,,,,,,,6.8,0.00,18.3,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,16:00:00 18-Jul-2022,17:00:00 18-Jul-2022,,,,0.0,0.00,30.0,0.25,,,,,,,
CCS-2013,234801,,Transmission,Mk10,2,22:00:00 18-Jul-2022,23:00:00 18-Jul-2022,,,,0.0,0.00,21.0,0.00,7.6,0.00,18.5,0.00,,,
CCS-2013,234801,,Transmission,Mk10,1,05:00:00 21-Jul-2022,06:00:00 21-Jul-2022,,,,0.0,0.00,4.5,0.00,,,,,,,
