DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
CCS-2013,234801,,Transmission,Mk10,TAD,15:00:00 03-Jul-2022,185.000000,2,0,,,,6,100,31.0,11.7,15.8,15.1,24.1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 04-Jul-2022,186.000000,4,0,,,,6,100.000000,51.2,8.6,10.2,10.8,12.7,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 05-Jul-2022,186.000000,1,0,,,,6,100,58.1,11.2,11.4,9.8,8.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 06-Jul-2022,184.000000,1,0,,,,7,100.000000,59.2,13.9,11.8,9.7,5.1,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 07-Jul-2022,185.000000,2,0,,,,7,100,52.8,11.9,13.5,16.6,5.0,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 08-Jul-2022,185.000000,2,0,,,,7,100.000000,56.8,12.9,10.9,6.7,7.6,5.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 09-Jul-2022,185.000000,1,0,,,,7,100.000000,49.9,8.6,11.2,14.1,12.7,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 10-Jul-2022,185.000000,1,0,,,,7,100.000000,56.7,17.6,15.3,9.1,1.1,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 11-Jul-2022,186.000000,1,0,,,,7,100.000000,52.8,13.9,18.4,8.7,2.1,3.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-2013,234801,,Transmission,Mk10,TAD,00:00:00 12-Jul-2022,186.000000,2,0,,,,7,100,53.3,12.3,13.0,12.6,8.6,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
