DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
CCS-2013,234801,Mk10,DS,2,0,1,18,18,15:07:52 07-Jul-2022,NN,B,42.1284,-70.1268,42.1284,-70.1268,6,,401677722,-119
CCS-2013,234801,Mk10,DS,2,0,2,58,58,16:44:46 07-Jul-2022,NN,B,42.1208,-70.1363,42.1208,-70.1363,8,,401677720,-128
CCS-2013,234801,Mk10,DS,3,0,1,25,14,00:05:41 08-Jul-2022,MC,A,42.0061,-70.2215,42.0061,-70.2215,8,,401677755,-119
CCS-2013,234801,Mk10,DS,5,0,0,66,16,00:39:46 08-Jul-2022,SR,0,42.0904,-70.3263,42.0904,-70.3263,48,,401677716,-124
CCS-2013,234801,Mk10,DS,5,0,1,109,21,00:53:07 08-Jul-2022,NN,0,42.0767,-70.2897,42.0767,-70.2897,46,,401677748,-129
CCS-2013,234801,Mk10,DS,4,0,1,115,21,00:51:33 08-Jul-2022,MB,0,42.0629,-70.2631,42.0629,-70.2631,46,,401677755,-128
CCS-2013,234801,Mk10,DS,7,0,5,113,60,00:52:45 08-Jul-2022,NP,1,42.0865,-70.2131,42.0865,-70.2131,46,,401677739,-130
CCS-2013,234801,Mk10,DS,6,0,2,75,16,01:14:53 08-Jul-2022,NK,1,42.0807,-70.2641,42.0807,-70.2641,56,,401677765,-135
CCS-2013,234801,Mk10,DS,8,0,3,95,15,01:43:49 08-Jul-2022,MC,0,42.0799,-70.4230,42.0799,-70.4230,46,,401677769,-109
CCS-2013,234801,Mk10,DS,7,0,2,87,60,02:31:12 08-Jul-2022,NN,2,42.1285,-70.2629,42.1285,-70.2629,58,,401677771,-124
CCS-2013,234801,Mk10,DS,2,0,2,326,326,03:24:54 08-Jul-2022,MC,B,42.1560,-70.2926,42.1560,-70.2926,8,,401677764,-133
CCS-2013,234801,Mk10,DS,4,0,3,154,27,08:38:09 08-Jul-2022,SR,0,42.1164,-70.3323,42.1164,-70.3323,48,,401677721,-131
CCS-2013,234801,Mk10,DS,1,0,1,,,08:51:41 08-Jul-2022,A1,B,42.1100,-70.3314,42.1100,-70.3314,6,,401677677,-133
CCS-2013,234801,Mk10,DS,5,0,2,86,17,10:13:50 08-Jul-2022,SR,0,42.1686,-70.1384,42.1686,-70.1384,46,,401677697,-124
CCS-2013,234801,Mk10,DS,2,0,1,17,17,10:30:54 08-Jul-2022,A1,B,42.1640,-70.1433,42.1640,-70.1433,6,,401677690,-138
CCS-2013,234801,Mk10,DS,3,0,1,146,24,11:36:34 08-Jul-2022,NP,A,42.1131,-70.2401,42.1131,-70.2401,7,,401677708,-131
CCS-2013,234801,Mk10,DS,2,0,1,60,60,11:56:11 08-Jul-2022,SR,B,42.1244,-70.2231,42.1244,-70.2231,6,,401677689,-131
CCS-2013,234801,Mk10,DS,2,0,0,19,19,11:55:51 08-Jul-2022,NK,B,42.0697,-70.2840,42.0697,-70.2840,6,,401677679,-124
CCS-2013,234801,Mk10,DS,7,0,4,109,19,13:14:23 08-Jul-2022,NP,0,42.2167,-70.3589,42.2167,-70.3589,47,,401677726,-125
CCS-2013,234801,Mk10,DS,1,0,1,,,13:14:23 08-Jul-2022,NN,B,42.2635,-70.2757,42.2635,-70.2757,,,401677759,-137
