DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
CCS-2013,234801,Mk10,15:20:00 03-Jul-2022,User,,42.1389,-70.1595,,,,,,,,,,
CCS-2013,234801,Mk10,15:45:35 03-Jul-2022,Argos,B,42.1725,-70.0010,4177,200527,87,76,,,,,,
CCS-2013,234801,Mk10,15:55:07 03-Jul-2022,Argos,A,42.1397,-70.1115,1487,3789,583,17,,,,,,
CCS-2013,234801,Mk10,21:41:29 03-Jul-2022,Argos,0,42.1699,-70.3382,3775,27467,518,114,,,,,,
CCS-2013,234801,Mk10,21:47:31 03-Jul-2022,Argos,0,42.1096,-70.2105,4774,8087,2817,158,,,,,,
CCS-2013,234801,Mk10,21:58:04 03-Jul-2022,Argos,B,42.1344,-70.2726,13301,38082,4645,35,,,,,,
CCS-2013,234801,Mk10,22:19:03 03-Jul-2022,Argos,A,42.2469,-70.3295,18092,92725,3529,49,,,,,,
CCS-2013,234801,Mk10,23:16:33 03-Jul-2022,Argos,A,42.2364,-70.1387,1700,8090,357,76,,,,,,
CCS-2013,234801,Mk10,23:25:13 03-Jul-2022,Argos,A,42.2443,-70.1123,854,1316,553,67,,,,,,
CCS-2013,234801,Mk10,23:36:39 03-Jul-2022,Argos,0,42.2460,-70.1000,1503,31131,72,80,,,,,,
CCS-2013,234801,Mk10,23:52:11 03-Jul-2022,Argos,B,42.2460,-70.0998,2304,4042,1313,83,,,,,,
CCS-2013,234801,Mk10,00:04:19 04-Jul-2022,Argos,B,42.2525,-70.0986,3336,3915,2842,33,,,,,,
CCS-2013,234801,Mk10,00:05:34 04-Jul-2022,Argos,2,42.2408,-70.0991,479,9918,23,79,,,,,,
CCS-2013,234801,Mk10,01:01:49 04-Jul-2022,Argos,B,42.2865,-70.0981,1132,1945,659,87,,,,,,
CCS-2013,234801,Mk10,01:27:10 04-Jul-2022,Argos,A,42.1889,-70.0699,641,16000,25,79,,,,,,
CCS-2013,234801,Mk10,01:38:51 04-Jul-2022,Argos,1,42.2007,-70.1324,1301,4386,385,54,,,,,,
CCS-2013,234801,Mk10,02:13:55 04-Jul-2022,Argos,B,42.2131,-70.0912,2990,29892,299,48,,,,,,
CCS-2013,234801,Mk10,03:11:57 04-Jul-2022,Argos,B,42.2526,-70.0710,6589,11123,3903,51,,,,,,
CCS-2013,234801,Mk10,03:20:49 04-Jul-2022,Argos,A,42.1128,-70.2225,272,481,153,144,,,,,,
CCS-2013,234801,Mk10,09:00:02 04-Jul-2022,Argos,A,42.1918,-70.1445,521,2701,100,175,,,,,,
CCS-2013,234801,Mk10,09:55:48 04-Jul-2022,Argos,A,42.1218,-70.1314,4026,29955,541,71,,,,,,
CCS-2013,234801,Mk10,10:39:31 04-Jul-2022,Argos,1,42.1000,-70.1280,866,1571,477,95,,,,,,
CCS-2013,234801,Mk10,11:29:53 04-Jul-2022,Argos,B,42.0962,-70.1164,6445,9234,4497,88,,,,,,
CCS-2013,234801,Mk10,11:49:57 04-Jul-2022,Argos,1,42.1087,-70.1962,1243,1950,791,87,,,,,,
CCS-2013,234801,Mk10,12:28:47 04-Jul-2022,Argos,B,42.1055,-70.1851,15666,21037,11665,91,,,,,,
CCS-2013,234801,Mk10,13:32:47 04-Jul-2022,Argos,A,42.1599,-70.2004,9765,38270,2491,67,,,,,,
CCS-2013,234801,Mk10,13:38:29 04-Jul-2022,Argos,0,42.0901,-70.1189,2970,6522,1352,47,,,,,,
CCS-2013,234801,Mk10,14:06:15 04-Jul-2022,Argos,0,42.2752,-70.1565,4565,8921,2335,179,,,,,,
CCS-2013,234801,Mk10,14:06:58 04-Jul-2022,Argos,0,42.2803,-70.0325,3175,3954,2548,37,,,,,,
CCS-2013,234801,Mk10,14:29:51 04-Jul-2022,Argos,0,42.0993,-70.1102,5190,32915,818,82,,,,,,
CCS-2013,234801,Mk10,15:20:29 04-Jul-2022,Argos,0,42.1441,-70.1504,5755,14185,2335,50,,,,,,
CCS-2013,234801,Mk10,15:37:39 04-Jul-2022,Argos,0,42.1478,-70.1837,3045,12018,771,89,,,,,,
CCS-2013,234801,Mk10,16:05:57 04-Jul-2022,Argos,B,42.1518,-70.2117,14020,19457,10102,89,,,,,,
CCS-2013,234801,Mk10,17:01:03 04-Jul-2022,Argos,B,42.1215,-70.1925,15212,29923,7733,74,,,,,,
CCS-2013,234801,Mk10,17:20:52 04-Jul-2022,Argos,B,42.1057,-70.2057,8391,14902,4725,79,,,,,,
CCS-2013,234801,Mk10,21:33:28 04-Jul-2022,Argos,B,42.1228,-70.3986,13911,146094,1324,131,,,,,,
CCS-2013,234801,Mk10,22:11:57 04-Jul-2022,Argos,0,42.1647,-70.2862,6116,36293,1030,140,,,,,,
CCS-2013,234801,Mk10,00:16:05 05-Jul-2022,Argos,B,42.2293,-70.2163,13759,17329,10923,87,,,,,,
