DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
CCS-2013,234801,,Mk10,01:00:00 06-Jul-2022,,,,0.6,19.3,TimeSeries
CCS-2013,234801,,Mk10,02:00:00 06-Jul-2022,,,,0.6,19.3,TimeSeries
CCS-2013,234801,,Mk10,07:00:00 06-Jul-2022,,,,0.4,19.1,TimeSeries
CCS-2013,234801,,Mk10,08:00:00 06-Jul-2022,,,,0.8,19.1,TimeSeries
CCS-2013,234801,,Mk10,09:00:00 06-Jul-2022,,,,0.4,19.3,TimeSeries
CCS-2013,234801,,Mk10,10:00:00 06-Jul-2022,,,,0.4,19.3,TimeSeries
CCS-2013,234801,,Mk10,11:00:00 06-Jul-2022,,,,0.4,19.3,TimeSeries
CCS-2013,234801,,Mk10,19:00:00 06-Jul-2022,,,,0.4,18.8,TimeSeries
CCS-2013,234801,,Mk10,20:00:00 06-Jul-2022,,,,0.4,18.8,TimeSeries
CCS-2013,234801,,Mk10,21:00:00 06-Jul-2022,,,,0.6,18.7,TimeSeries
CCS-2013,234801,,Mk10,02:00:00 09-Jul-2022,,,,0.8,20.8,TimeSeries
CCS-2013,234801,,Mk10,03:00:00 09-Jul-2022,,,,0.8,20.8,TimeSeries
CCS-2013,234801,,Mk10,04:00:00 09-Jul-2022,,,,0.4,20.1,TimeSeries
CCS-2013,234801,,Mk10,06:00:00 09-Jul-2022,,,,0.4,20.6,TimeSeries
CCS-2013,234801,,Mk10,07:00:00 09-Jul-2022,,,,0.8,20.9,TimeSeries
CCS-2013,234801,,Mk10,08:00:00 09-Jul-2022,,,,0.4,20.4,TimeSeries
CCS-2013,234801,,Mk10,09:00:00 09-Jul-2022,,,,0.4,20.4,TimeSeries
CCS-2013,234801,,Mk10,10:00:00 09-Jul-2022,,,,0.4,19.9,TimeSeries
CCS-2013,234801,,Mk10,11:00:00 09-Jul-2022,,,,0.8,19.9,TimeSeries
CCS-2013,234801,,Mk10,14:00:00 09-Jul-2022,,,,0.4,19.1,TimeSeries
CCS-2013,234801,,Mk10,15:00:00 09-Jul-2022,,,,0.8,19.1,TimeSeries
CCS-2013,234801,,Mk10,04:00:00 12-Jul-2022,,,,0.6,19.6,TimeSeries
CCS-2013,234801,,Mk10,05:00:00 12-Jul-2022,,,,0.6,19.6,TimeSeries
CCS-2013,234801,,Mk10,20:00:00 12-Jul-2022,,,,0.8,18.3,TimeSeries
CCS-2013,234801,,Mk10,21:00:00 12-Jul-2022,,,,0.4,19.9,TimeSeries
CCS-2013,234801,,Mk10,22:00:00 12-Jul-2022,,,,0.4,20.1,TimeSeries
CCS-2013,234801,,Mk10,23:00:00 12-Jul-2022,,,,0.4,19.3,TimeSeries
CCS-2013,234801,,Mk10,01:00:00 15-Jul-2022,,,,0.0,17.7,Status
CCS-2013,234801,,Mk10,04:00:00 15-Jul-2022,,,,1.0,18.8,TimeSeries
CCS-2013,234801,,Mk10,05:00:00 15-Jul-2022,,,,0.4,16.3,TimeSeries
CCS-2013,234801,,Mk10,06:00:00 15-Jul-2022,,,,0.4,18.3,TimeSeries
CCS-2013,234801,,Mk10,07:00:00 15-Jul-2022,,,,1.0,18.3,TimeSeries
CCS-2013,234801,,Mk10,08:00:00 15-Jul-2022,,,,0.8,17.3,TimeSeries
CCS-2013,234801,,Mk10,09:00:00 15-Jul-2022,,,,1.5,17.6,TimeSeries
CCS-2013,234801,,Mk10,10:00:00 15-Jul-2022,,,,0.4,18.4,TimeSeries
CCS-2013,234801,,Mk10,11:00:00 15-Jul-2022,,,,0.8,18.4,TimeSeries
CCS-2013,234801,,Mk10,12:00:00 15-Jul-2022,,,,0.0,18.8,Status
CCS-2013,234801,,Mk10,13:00:00 15-Jul-2022,,,,0.8,18.4,TimeSeries
CCS-2013,234801,,Mk10,14:00:00 15-Jul-2022,,,,0.4,19.1,TimeSeries
CCS-2013,234801,,Mk10,15:00:00 15-Jul-2022,,,,0.4,19.1,TimeSeries
CCS-2013,234801,,Mk10,16:00:00 15-Jul-2022,,,,1.3,19.4,TimeSeries
CCS-2013,234801,,Mk10,17:00:00 15-Jul-2022,,,,1.3,19.4,TimeSeries
CCS-2013,234801,,Mk10,21:00:00 15-Jul-2022,,,,0.8,20.2,TimeSeries
CCS-2013,234801,,Mk10,22:00:00 15-Jul-2022,,,,0.8,19.4,TimeSeries
CCS-2013,234801,,Mk10,11:00:00 16-Jul-2022,,,,0.0,18.0,Status
CCS-2013,234801,,Mk10,00:00:00 18-Jul-2022,,,,0.8,18.2,TimeSeries
CCS-2013,234801,,Mk10,01:00:00 18-Jul-2022,,,,0.4,18.2,TimeSeries
CCS-2013,234801,,Mk10,04:00:00 18-Jul-2022,,,,0.8,18.1,TimeSeries
CCS-2013,234801,,Mk10,05:00:00 18-Jul-2022,,,,0.8,18.8,TimeSeries
CCS-2013,234801,,Mk10,07:00:00 18-Jul-2022,,,,0.8,18.1,TimeSeries
CCS-2013,234801,,Mk10,08:00:00 18-Jul-2022,,,,0.8,18.1,TimeSeries
CCS-2013,234801,,Mk10,09:00:00 18-Jul-2022,,,,0.6,17.5,TimeSeries
CCS-2013,234801,,Mk10,22:00:00 18-Jul-2022,,,,1.5,16.9,TimeSeries
CCS-2013,234801,,Mk10,23:00:00 18-Jul-2022,,,,0.4,18.1,TimeSeries
