DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
CCS-2013,234801,,Transmission,Mk10,6,15:18:00 03-Jul-2022,15:43:14 03-Jul-2022,Message,10,,,,1504.000000,1524.000000,,
CCS-2013,234801,,Transmission,Mk10,6,15:18:00 03-Jul-2022,15:22:44 03-Jul-2022,Dive,1,Square,20.0,20.0,283,285,,
CCS-2013,234801,,Transmission,Mk10,6,15:22:44 03-Jul-2022,15:24:12 03-Jul-2022,Surface,,,,,87,89,85,3
CCS-2013,234801,,Transmission,Mk10,6,15:24:12 03-Jul-2022,15:28:04 03-Jul-2022,Dive,1,Square,20.5,20.5,231,233,,
CCS-2013,234801,,Transmission,Mk10,6,15:28:04 03-Jul-2022,15:28:42 03-Jul-2022,Surface,,,,,37,39,38,0
CCS-2013,234801,,Transmission,Mk10,6,15:28:42 03-Jul-2022,15:32:24 03-Jul-2022,Dive,1,Square,21.0,21.0,221,223,,
CCS-2013,234801,,Transmission,Mk10,6,15:32:24 03-Jul-2022,15:33:08 03-Jul-2022,Surface,,,,,43,45,44,0
CCS-2013,234801,,Transmission,Mk10,6,15:33:08 03-Jul-2022,15:37:22 03-Jul-2022,Dive,1,Square,20.5,20.5,253,255,,
CCS-2013,234801,,Transmission,Mk10,6,15:37:22 03-Jul-2022,15:37:54 03-Jul-2022,Surface,,,,,31,33,31,1
CCS-2013,234801,,Transmission,Mk10,6,15:37:54 03-Jul-2022,15:42:32 03-Jul-2022,Dive,1,Square,22.0,22.0,277,279,,
CCS-2013,234801,,Transmission,Mk10,6,15:42:32 03-Jul-2022,15:43:14 03-Jul-2022,Surface,,,,,41,43,42,0
CCS-2013,234801,,Transmission,Mk10,1,15:43:00 03-Jul-2022,16:17:48 03-Jul-2022,Message,10,,,,2078.000000,2098.000000,,
CCS-2013,234801,,Transmission,Mk10,1,15:43:00 03-Jul-2022,15:49:18 03-Jul-2022,Dive,1,Square,23.0,23.0,377,379,,
CCS-2013,234801,,Transmission,Mk10,1,15:49:18 03-Jul-2022,15:51:24 03-Jul-2022,Surface,,,,,125,127,57,69
CCS-2013,234801,,Transmission,Mk10,1,15:51:24 03-Jul-2022,15:56:08 03-Jul-2022,Dive,1,Square,23.0,23.0,283,285,,
CCS-2013,234801,,Transmission,Mk10,1,15:56:08 03-Jul-2022,15:57:20 03-Jul-2022,Surface,,,,,71,73,72,0
