DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
243058,243058,,Transmission,Mk10,1,15:34:00 25-Jul-2023,16:40:14 25-Jul-2023,Message,10,,,,3964.000000,3984.000000,,
243058,243058,,Transmission,Mk10,1,15:34:00 25-Jul-2023,15:41:58 25-Jul-2023,Surface,,,,,477,479,93,385
243058,243058,,Transmission,Mk10,1,15:41:58 25-Jul-2023,15:52:44 25-Jul-2023,Dive,1,Square,19.5,19.5,645,647,,
243058,243058,,Transmission,Mk10,1,15:52:44 25-Jul-2023,15:55:52 25-Jul-2023,Surface,,,,,187,189,115,73
243058,243058,,Transmission,Mk10,1,15:55:52 25-Jul-2023,15:59:38 25-Jul-2023,Dive,1,U,17.0,17.0,225,227,,
243058,243058,,Transmission,Mk10,1,15:59:38 25-Jul-2023,16:01:06 25-Jul-2023,Surface,,,,,87,89,60,28
243058,243058,,Transmission,Mk10,1,16:01:06 25-Jul-2023,16:08:00 25-Jul-2023,Dive,1,V,15.5,15.5,413,415,,
243058,243058,,Transmission,Mk10,1,16:08:00 25-Jul-2023,16:08:56 25-Jul-2023,Surface,,,,,55,57,56,0
243058,243058,,Transmission,Mk10,1,16:08:56 25-Jul-2023,16:15:56 25-Jul-2023,Dive,1,V,17.0,17.0,419,421,,
243058,243058,,Transmission,Mk10,1,16:15:56 25-Jul-2023,16:29:26 25-Jul-2023,Surface,,,,,809,811,470,340
243058,243058,,Transmission,Mk10,1,16:29:26 25-Jul-2023,16:40:14 25-Jul-2023,Dive,1,V,24.5,25.0,647,649,,
243058,243058,,Transmission,Mk10,2,16:40:00 25-Jul-2023,18:06:26 25-Jul-2023,Message,10,,,,5176.000000,5196.000000,,
243058,243058,,Transmission,Mk10,2,16:40:00 25-Jul-2023,16:45:44 25-Jul-2023,Surface,,,,,343,345,244,100
243058,243058,,Transmission,Mk10,2,16:45:44 25-Jul-2023,16:53:14 25-Jul-2023,Dive,1,V,15.5,15.5,449,451,,
243058,243058,,Transmission,Mk10,2,16:53:14 25-Jul-2023,16:54:24 25-Jul-2023,Surface,,,,,69,71,70,0
243058,243058,,Transmission,Mk10,2,16:54:24 25-Jul-2023,16:58:04 25-Jul-2023,Dive,1,Square,4.0,4.0,219,221,,
243058,243058,,Transmission,Mk10,2,16:58:04 25-Jul-2023,16:59:20 25-Jul-2023,Surface,,,,,75,77,74,2
243058,243058,,Transmission,Mk10,2,16:59:20 25-Jul-2023,17:11:14 25-Jul-2023,Dive,1,V,14.0,14.0,713,715,,
243058,243058,,Transmission,Mk10,2,17:11:14 25-Jul-2023,17:13:34 25-Jul-2023,Surface,,,,,139,141,140,0
243058,243058,,Transmission,Mk10,2,17:13:34 25-Jul-2023,17:24:40 25-Jul-2023,Dive,1,V,14.0,14.0,665,667,,
243058,243058,,Transmission,Mk10,2,17:24:40 25-Jul-2023,17:53:36 25-Jul-2023,Surface,,,,,1735,1737,1680,56
243058,243058,,Transmission,Mk10,2,17:53:36 25-Jul-2023,18:06:26 25-Jul-2023,Dive,1,U,11.0,11.0,769,771,,
243058,243058,,Transmission,Mk10,1,21:07:00 25-Jul-2023,00:44:56 26-Jul-2023,Message,9,,,,13067.000000,13085.000000,,
243058,243058,,Transmission,Mk10,1,21:07:00 25-Jul-2023,22:04:04 25-Jul-2023,Surface,,,,,3423,3425,3424,0
243058,243058,,Transmission,Mk10,1,22:04:04 25-Jul-2023,22:16:44 25-Jul-2023,Dive,1,V,12.5,12.5,759,761,,
243058,243058,,Transmission,Mk10,1,22:16:44 25-Jul-2023,23:50:58 25-Jul-2023,Surface,,,,,5653,5655,5107,547
243058,243058,,Transmission,Mk10,1,23:50:58 25-Jul-2023,00:05:50 26-Jul-2023,Dive,1,V,12.5,12.5,891,893,,
243058,243058,,Transmission,Mk10,1,00:05:50 26-Jul-2023,00:14:04 26-Jul-2023,Surface,,,,,493,495,494,0
243058,243058,,Transmission,Mk10,1,00:14:04 26-Jul-2023,00:19:16 26-Jul-2023,Dive,1,Square,3.0,3.0,311,313,,
243058,243058,,Transmission,Mk10,1,00:19:16 26-Jul-2023,00:31:02 26-Jul-2023,Surface,,,,,705,707,433,273
243058,243058,,Transmission,Mk10,1,00:31:02 26-Jul-2023,00:42:54 26-Jul-2023,Dive,1,Square,12.0,12.0,711,713,,
243058,243058,,Transmission,Mk10,1,00:42:54 26-Jul-2023,00:44:56 26-Jul-2023,Surface,,,,,121,123,122,0
243058,243058,,Transmission,Mk10,1,00:45:00 26-Jul-2023,03:45:14 26-Jul-2023,Message,9,,,,10805.000000,10823.000000,,
243058,243058,,Transmission,Mk10,1,00:45:00 26-Jul-2023,00:58:30 26-Jul-2023,Dive,1,V,12.0,12.0,809,811,,
243058,243058,,Transmission,Mk10,1,00:58:30 26-Jul-2023,01:06:44 26-Jul-2023,Surface,,,,,493,495,271,223
243058,243058,,Transmission,Mk10,1,01:06:44 26-Jul-2023,01:18:44 26-Jul-2023,Dive,1,Square,10.5,10.5,719,721,,
243058,243058,,Transmission,Mk10,1,01:18:44 26-Jul-2023,01:21:22 26-Jul-2023,Surface,,,,,157,159,158,0
243058,243058,,Transmission,Mk10,1,01:21:22 26-Jul-2023,01:35:00 26-Jul-2023,Dive,1,U,11.5,11.5,817,819,,
243058,243058,,Transmission,Mk10,1,01:35:00 26-Jul-2023,02:12:34 26-Jul-2023,Surface,,,,,2253,2255,2254,0
243058,243058,,Transmission,Mk10,1,02:12:34 26-Jul-2023,02:27:12 26-Jul-2023,Dive,1,U,12.0,12.0,877,879,,
243058,243058,,Transmission,Mk10,1,02:27:12 26-Jul-2023,03:26:44 26-Jul-2023,Surface,,,,,3571,3573,3457,115
243058,243058,,Transmission,Mk10,1,03:26:44 26-Jul-2023,03:45:14 26-Jul-2023,Dive,1,Square,10.5,10.5,1109,1111,,
243058,243058,,Transmission,Mk10,1,03:45:00 26-Jul-2023,08:50:14 26-Jul-2023,Message,9,,,,18305.000000,18323.000000,,
243058,243058,,Transmission,Mk10,1,03:45:00 26-Jul-2023,05:17:50 26-Jul-2023,Surface,,,,,5569,5571,4492,1078
243058,243058,,Transmission,Mk10,1,05:17:50 26-Jul-2023,05:21:34 26-Jul-2023,Dive,1,Square,3.0,3.0,223,225,,
243058,243058,,Transmission,Mk10,1,05:21:34 26-Jul-2023,06:52:18 26-Jul-2023,Surface,,,,,5443,5445,4390,1054
243058,243058,,Transmission,Mk10,1,06:52:18 26-Jul-2023,07:05:14 26-Jul-2023,Dive,1,U,13.0,13.0,775,777,,
243058,243058,,Transmission,Mk10,1,07:05:14 26-Jul-2023,08:15:28 26-Jul-2023,Surface,,,,,4213,4215,3670,544
243058,243058,,Transmission,Mk10,1,08:15:28 26-Jul-2023,08:28:18 26-Jul-2023,Dive,1,V,14.5,14.5,769,771,,
