Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
243058,25-Jul-2023,17:53:38,1,-7.000000,73,45,0,4,,,,,,,,,,,,,,,15,30,15876,,,,5,9925,,,,11,31308,,,,20,2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,25-Jul-2023,20:01:46,1,-7.000000,76,46,0,6,,,,,,,,,,,,,,,15,5,5605,,,,20,4538,,,,24,9992,,,,29,27336,,,,18,17609,,,,23,11604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,26-Jul-2023,00:31:05,2,-7.000000,79,47,0,5,,,,,,,,,,,,,,,15,31,7950,,,,32,12981,,,,22,26098,,,,10,12163,,,,28,29533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,26-Jul-2023,01:06:42,1,-7.000000,80,47,0,5,,,,,,,,,,,,,,,15,31,29613,,,,28,8510,,,,32,15534,,,,22,10314,,,,3,8345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,26-Jul-2023,04:24:24,1,-7.000000,81,49,0,5,,,,,,,,,,,,,,,15,27,20672,,,,22,7116,,,,16,6004,,,,4,24784,,,,3,28557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,26-Jul-2023,08:39:06,1,-7.000000,83,51,0,6,,,,,,,,,,,,,,,15,21,18452,,,,2,26741,,,,27,19455,,,,8,26495,,,,10,12437,,,,7,8367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,26-Jul-2023,14:16:26,1,-7.000000,88,62,0,6,,,,,,,,,,,,,,,15,6,3422,,,,4,15946,,,,9,15337,,,,17,17769,,,,20,27850,,,,19,21196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,26-Jul-2023,16:27:04,1,-7.000000,90,66,0,5,,,,,,,,,,,,,,,15,12,15602,,,,5,22770,,,,29,32659,,,,25,19542,,,,20,9420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,27-Jul-2023,19:46:34,1,-7.000000,106,107,0,4,,,,,,,,,,,,,,,15,5,6656,,,,15,15278,,,,13,18962,,,,24,23686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243058,28-Jul-2023,08:13:56,1,-7.000000,112,118,0,4,,,,,,,,,,,,,,,15,7,30526,,,,14,1347,,,,13,13491,,,,21,19346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
