DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
243058,243058,Mk10,Strong,25-Jul-2023,15:39:26,25-Jul-2023,15:39:19
243058,243058,Mk10,Strong,01-Aug-2023,14:48:05,01-Aug-2023,14:47:58
