DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error Radius,Error Semi-Major Axis,Error Semi-Minor Axis,Error Ellipse Orientation,Offset,Offset Orientation,GPE MSD,GPE U,Count,Comment
243058,243058,Mk10,15:32:00 25-Jul-2023,User,,42.1057,-70.1937,,,,,,,,,,
243058,243058,Mk10,17:53:29.739000 25-Jul-2023,FastGPS,4,42.1421,-70.2807,,,,,,,,,,
243058,243058,Mk10,20:01:38.809000 25-Jul-2023,FastGPS,6,42.1696,-70.3093,,,,,,,,,,
243058,243058,Mk10,00:30:56.999140 26-Jul-2023,FastGPS,4,42.2159,-70.2789,,,,,,,,,,
243058,243058,Mk10,01:06:34.966360 26-Jul-2023,FastGPS,4,42.2022,-70.2762,,,,,,,,,,
243058,243058,Mk10,04:24:17.290800 26-Jul-2023,FastGPS,4,42.1076,-70.2027,,,,,,,,,,
243058,243058,Mk10,08:38:59.324000 26-Jul-2023,FastGPS,6,42.0993,-70.1749,,,,,,,,,,
243058,243058,Mk10,10:31:04 26-Jul-2023,Argos,0,42.1287,-70.1878,2580,5809,1145,101,,,,,,
243058,243058,Mk10,11:02:41 26-Jul-2023,Argos,A,42.0943,-70.1605,4549,18742,1103,82,,,,,,
243058,243058,Mk10,11:15:43 26-Jul-2023,Argos,B,42.0903,-70.1570,1087,1588,744,88,,,,,,
243058,243058,Mk10,12:52:59 26-Jul-2023,Argos,A,42.1040,-70.1653,196,1230,31,109,,,,,,
243058,243058,Mk10,13:36:47 26-Jul-2023,Argos,A,42.1003,-70.2558,405,1136,144,121,,,,,,
243058,243058,Mk10,13:59:36 26-Jul-2023,Argos,1,42.0881,-70.1562,1251,8649,180,102,,,,,,
243058,243058,Mk10,14:16:19.156000 26-Jul-2023,FastGPS,6,42.1060,-70.1878,,,,,,,,,,
243058,243058,Mk10,14:27:44 26-Jul-2023,Argos,B,42.0856,-70.1487,1145,1961,667,112,,,,,,
243058,243058,Mk10,14:31:43 26-Jul-2023,Argos,B,42.0759,-70.1700,3042,14950,618,135,,,,,,
243058,243058,Mk10,15:18:51 26-Jul-2023,Argos,0,42.0967,-70.1419,1966,10772,358,107,,,,,,
243058,243058,Mk10,15:38:55 26-Jul-2023,Argos,B,42.1060,-70.2672,3690,29777,457,42,,,,,,
243058,243058,Mk10,16:14:01 26-Jul-2023,Argos,A,42.0821,-70.1545,428,938,195,115,,,,,,
243058,243058,Mk10,16:26:56.816000 26-Jul-2023,FastGPS,5,42.1101,-70.1876,,,,,,,,,,
243058,243058,Mk10,16:52:46 26-Jul-2023,Argos,B,42.0641,-70.1398,3038,4070,2268,93,,,,,,
