Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,50CI,95CI,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
243052,25-Jul-2023,20:15:22,2,7.000000,84,123,0,4,42.10777,-70.16071,09:56:26 26-Jul-2023,Argos,42.25913,-70.27938,,,,,13.3,-0.8,,,,15,29,27982,,,,24,25698,,,,23,12120,,,,10,11511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,25-Jul-2023,22:57:17,1,7.000000,85,130,0,5,42.13316,-69.99542,02:12:53 26-Jul-2023,Argos,42.20580,-70.27783,,,,,3.1,-1.2,,,,15,12,29284,,,,24,5125,,,,25,15668,,,,10,22701,,,,15,16532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,25-Jul-2023,23:27:34,1,7.000000,86,130,0,4,42.10777,-70.16071,09:56:26 26-Jul-2023,Argos,42.18573,-70.26418,,,,,10.1,-1.2,,,,15,12,26660,,,,23,17204,,,,24,19768,,,,25,11394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,26-Jul-2023,05:13:18,1,7.000000,89,139,0,5,42.09250,-70.02079,05:13:25 26-Jul-2023,Interpolated,42.11099,-70.16651,,,,,4.2,-1.2,,,,15,31,5305,,,,26,200,,,,27,17065,,,,8,16459,,,,18,6532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,26-Jul-2023,07:55:45,4,7.000000,91,141,0,4,42.10777,-70.16071,09:56:26 26-Jul-2023,Argos,42.10366,-70.16733,,,,,14.5,-0.9,,,,15,27,23083,,,,2,14118,,,,21,9792,,,,16,15217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,26-Jul-2023,08:45:59,2,7.000000,92,142,0,4,42.10777,-70.16071,09:56:26 26-Jul-2023,Argos,42.09932,-70.17374,,,,,4.8,-1.2,,,,15,14,6176,,,,21,22695,,,,8,8804,,,,2,5748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,26-Jul-2023,10:35:38,1,7.000000,93,147,0,4,42.11766,-70.23433,10:35:45 26-Jul-2023,Interpolated,42.11625,-70.16017,,,,,8.3,-1.2,,,,15,2,4044,,,,21,4653,,,,1,29238,,,,14,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,26-Jul-2023,11:05:27,1,7.000000,94,147,0,4,42.12235,-70.25502,11:05:34 26-Jul-2023,Interpolated,42.12186,-70.15656,,,,,10.5,-1.0,,,,15,30,26531,,,,19,18020,,,,6,3647,,,,17,5883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,26-Jul-2023,14:58:30,1,7.000000,97,156,0,4,42.09685,-70.16719,14:58:37 26-Jul-2023,Interpolated,42.10313,-70.19406,,,,,3.2,-1.1,,,,15,5,4874,,,,20,18958,,,,25,26392,,,,12,20705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,26-Jul-2023,19:58:47,1,7.000000,102,165,0,5,42.09116,-70.36735,19:58:54 26-Jul-2023,Interpolated,42.18891,-70.13835,,,,,12.6,-1.2,,,,15,23,6412,,,,10,27222,,,,13,5751,,,,27,30010,,,,18,10580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,27-Jul-2023,05:44:48,1,7.000000,105,187,0,4,42.12144,-70.14952,05:44:55 27-Jul-2023,Interpolated,42.11139,-70.16542,,,,,2.3,0.5,,,,15,26,29176,,,,18,24724,,,,8,20456,,,,16,14801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,27-Jul-2023,08:10:26,2,7.000000,107,192,0,4,42.10467,-70.15230,08:10:33 27-Jul-2023,Interpolated,42.09908,-70.15296,,,,,11.4,-0.0,,,,15,16,8309,,,,8,9690,,,,13,2605,,,,27,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243052,27-Jul-2023,08:42:39,1,7.000000,108,192,0,5,42.09769,-70.17809,08:42:46 27-Jul-2023,Interpolated,42.10096,-70.15291,,,,,14.9,0.5,,,,15,17,10864,,,,13,22370,,,,7,20363,,,,30,8291,,,,14,25987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
