"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"CCS-0304",243052,17552,,,,,,,0,O3,,401650000,07/25/2023 18:11:44,1,1,0,-130,401650000,,,,,,,,,,,,18,191,221,243,22,66,115,183,10,7,129,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,,,,,,,0,SR,,401650000,07/25/2023 21:37:08,1,1,0,-133,401650000,,,,,,,,,,,,178,247,29,243,26,131,158,168,64,255,11,75,246,224,143,166,239,231,176,25,195,86,233,57,28,56,160,2,6,103,166,
"CCS-0304",243052,17552,42.85551,-73.69758,0,07/25/2023 23:15:04,Argos,0,577,SR,,401677629.16,07/25/2023 23:09:37,1,3,0,-123,401677629.16,-73.69758,42.85551,-73.69758,42.85551,50,0,9587,144321,636,105,2358,68,204,109,243,48,71,129,0,8,0,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.20979,-69.982,B,07/25/2023 23:17:48,Argos,0,171,A1,,401677642.75,07/25/2023 23:16:23,1,2,0,-125,401677642.75,-69.982,42.20979,-69.982,42.20979,6,3,2972,51794,170,78,1190,59,111,29,243,51,128,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.85551,-73.69758,0,07/25/2023 23:15:04,Argos,0,577,SR,,401677629.16,07/25/2023 23:16:23,1,3,0,-123,401677629.16,-73.69758,42.85551,-73.69758,42.85551,50,0,9587,144321,636,105,2358,59,111,29,243,51,128,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.20979,-69.982,B,07/25/2023 23:17:48,Argos,0,171,A1,,401677642.75,07/25/2023 23:19:14,1,2,0,-125,401677642.75,-69.982,42.20979,-69.982,42.20979,6,3,2972,51794,170,78,1190,120,165,157,243,103,148,85,156,153,48,80,23,47,77,21,98,181,240,37,25,86,8,0,,,,,,,,,
"CCS-0304",243052,17552,42.85551,-73.69758,0,07/25/2023 23:15:04,Argos,0,577,SR,,401677629.16,07/25/2023 23:19:14,1,3,0,-123,401677629.16,-73.69758,42.85551,-73.69758,42.85551,50,0,9587,144321,636,105,2358,120,165,157,243,103,148,85,156,153,48,80,23,47,77,21,98,181,240,37,25,86,8,34,,,,,,,,,
"CCS-0304",243052,17552,42.85551,-73.69758,0,07/25/2023 23:15:04,Argos,0,577,SR,,401677629.16,07/25/2023 23:20:36,1,3,0,-123,401677629.16,-73.69758,42.85551,-73.69758,42.85551,50,0,9587,144321,636,105,2358,178,51,125,243,48,65,30,14,65,176,12,64,114,44,0,98,2,153,40,227,24,161,4,54,0,182,11,43,16,40,0,
"CCS-0304",243052,17552,42.2195,-69.99497,B,07/26/2023 00:02:45,Argos,0,0,NP,,401677694.5,07/26/2023 00:02:45,1,1,0,-130,401677694.5,-69.99497,42.2195,-69.99497,42.2195,5,3,5653,9200,3473,81,2773,190,50,29,243,54,64,189,6,78,176,139,16,82,34,0,47,3,62,68,205,137,196,205,129,142,225,119,15,224,85,64,
"CCS-0304",243052,17552,42.13316,-69.99542,B,07/26/2023 02:12:53,Argos,0,0,NN,,401677635.18,07/26/2023 02:12:54,1,1,0,-123,401677635.18,-69.99542,42.13316,-69.99542,42.13316,8,3,15657,33167,7390,85,4435,211,234,237,243,24,0,72,60,60,60,62,44,123,46,166,208,110,170,158,248,124,7,79,235,146,161,57,173,154,4,121,
"CCS-0304",243052,17552,42.11608,-69.99935,B,07/26/2023 03:51:52,Argos,0,0,NN,,401677651.26,07/26/2023 03:51:53,1,1,0,-137,401677651.26,-69.99935,42.11608,-69.99935,42.11608,8,3,14949,26341,8484,87,5988,58,159,205,243,22,128,2,8,18,2,32,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.12246,-69.99797,B,07/26/2023 03:51:52,Argos,0,0,O3,,401677646.24,07/26/2023 03:51:53,1,1,0,-129,401677646.24,-69.99797,42.12246,-69.99797,42.12246,0,3,2140,3812,1201,82,6052,58,159,205,243,22,128,2,12,16,39,221,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.00029,-70.09085,A,07/26/2023 09:24:18,Argos,0,377,CS,,401677540.57,07/26/2023 09:20:14,1,3,0,-122,401677540.57,-70.09085,42.00029,-70.09085,42.00029,8,3,2426,21157,278,147,1879,75,160,173,243,112,55,129,0,30,14,95,132,162,214,227,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.00029,-70.09085,A,07/26/2023 09:24:18,Argos,0,377,CS,,401677540.57,07/26/2023 09:26:09,1,3,0,-122,401677540.57,-70.09085,42.00029,-70.09085,42.00029,8,3,2426,21157,278,147,1879,74,251,109,243,96,69,129,,,,,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.00029,-70.09085,A,07/26/2023 09:24:18,Argos,0,377,CS,,401677540.57,07/26/2023 09:26:31,1,3,0,-122,401677540.57,-70.09085,42.00029,-70.09085,42.00029,8,3,2426,21157,278,147,1879,122,172,93,244,134,222,209,198,8,43,98,157,8,153,4,89,209,151,35,128,0,0,0,,,,,,,,,
"CCS-0304",243052,17552,42.10777,-70.16071,1,07/26/2023 09:56:26,Argos,0,132,A1,,401677595.39,07/26/2023 09:54:59,1,4,2,-116,401677595.39,-70.16071,42.10777,-70.16071,42.10777,45,3,1269,9612,167,73,331,117,19,221,244,84,212,151,229,46,170,170,170,170,170,170,170,234,170,174,33,44,85,128,,,,,,,,,
"CCS-0304",243052,17552,42.10777,-70.16071,1,07/26/2023 09:56:26,Argos,0,132,A1,,401677595.39,07/26/2023 09:56:39,1,4,2,-116,401677595.39,-70.16071,42.10777,-70.16071,42.10777,45,3,1269,9612,167,73,331,214,213,109,243,76,200,235,255,255,254,225,223,238,255,255,254,254,254,254,237,222,222,223,60,0,0,14,240,0,1,172,
"CCS-0304",243052,17552,42.10777,-70.16071,1,07/26/2023 09:56:26,Argos,0,132,A1,,401677595.39,07/26/2023 09:56:55,1,4,2,-116,401677595.39,-70.16071,42.10777,-70.16071,42.10777,45,3,1269,9612,167,73,331,50,96,109,243,35,128,8,16,0,0,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.10777,-70.16071,1,07/26/2023 09:56:26,Argos,0,132,A1,,401677595.39,07/26/2023 09:57:11,1,4,2,-116,401677595.39,-70.16071,42.10777,-70.16071,42.10777,45,3,1269,9612,167,73,331,26,126,253,243,35,127,116,13,128,0,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.11686,-70.23078,0,07/26/2023 10:30:38,Argos,0,325,SR,,401677573.32,07/26/2023 10:27:08,1,4,0,-121,401677573.32,-70.23078,42.11686,-70.23078,42.11686,48,3,3485,9811,1237,90,215,124,180,20,27,103,148,85,156,157,48,112,23,43,78,85,102,149,240,37,25,86,8,8,,,,,,,,,
"CCS-0304",243052,17552,42.11686,-70.23078,0,07/26/2023 10:30:38,Argos,0,325,SR,,401677573.32,07/26/2023 10:28:06,1,4,0,-121,401677573.32,-70.23078,42.11686,-70.23078,42.11686,48,3,3485,9811,1237,90,215,23,96,61,244,0,203,28,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.11686,-70.23078,0,07/26/2023 10:30:38,Argos,0,325,SR,,401677573.32,07/26/2023 10:30:38,1,4,0,-121,401677573.32,-70.23078,42.11686,-70.23078,42.11686,48,3,3485,9811,1237,90,215,27,113,45,244,65,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.11686,-70.23078,0,07/26/2023 10:30:38,Argos,0,325,SR,,401677573.32,07/26/2023 10:32:33,1,4,0,-121,401677573.32,-70.23078,42.11686,-70.23078,42.11686,48,3,3485,9811,1237,90,215,23,6,61,244,49,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.11686,-70.23078,0,07/26/2023 10:30:38,Argos,0,325,SR,,401677573.32,07/26/2023 10:34:32,1,4,0,-121,401677573.32,-70.23078,42.11686,-70.23078,42.11686,48,3,3485,9811,1237,90,215,27,23,45,244,33,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.01956,-70.21623,B,07/26/2023 11:07:25,Argos,0,34,CS,,401677574.52,07/26/2023 11:07:09,1,2,0,-124,401677574.52,-70.21623,42.01956,-70.21623,42.01956,8,3,31074,59188,16314,79,2370,215,39,93,243,44,214,239,16,31,240,0,15,159,68,53,248,188,240,47,238,255,241,0,0,0,47,0,0,239,0,0,
"CCS-0304",243052,17552,42.01956,-70.21623,B,07/26/2023 11:07:25,Argos,0,34,CS,,401677574.52,07/26/2023 11:07:43,1,2,0,-124,401677574.52,-70.21623,42.01956,-70.21623,42.01956,8,3,31074,59188,16314,79,2370,27,36,45,244,17,120,24,192,40,192,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.02283,-70.21978,B,07/26/2023 11:12:04,Argos,0,0,NK,,401677600.72,07/26/2023 11:12:04,1,1,0,-135,401677600.72,-70.21978,42.02283,-70.21978,42.02283,6,3,29240,54301,15745,80,2493,23,179,109,244,5,126,133,2,0,2,225,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.13394,-70.3063,0,07/26/2023 12:19:27,Argos,0,202,NP,,401677591.58,07/26/2023 12:18:16,1,4,0,-134,401677591.58,-70.3063,42.13394,-70.3063,42.13394,48,3,5005,24180,1035,124,1649,125,32,157,244,70,57,81,52,137,136,3,147,85,3,63,209,145,150,35,192,143,237,172,,,,,,,,,
"CCS-0304",243052,17552,42.13394,-70.3063,0,07/26/2023 12:19:27,Argos,0,202,NP,,401677591.58,07/26/2023 12:20:40,1,4,0,-134,401677591.58,-70.3063,42.13394,-70.3063,42.13394,48,3,5005,24180,1035,124,1649,27,44,45,252,17,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.13394,-70.3063,0,07/26/2023 12:19:27,Argos,0,202,NP,,401677591.58,07/26/2023 12:21:00,1,4,0,-134,401677591.58,-70.3063,42.13394,-70.3063,42.13394,48,3,5005,24180,1035,124,1649,48,117,157,244,0,69,129,64,103,129,0,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.13394,-70.3063,0,07/26/2023 12:19:27,Argos,0,202,NP,,401677591.58,07/26/2023 12:21:38,1,4,0,-134,401677591.58,-70.3063,42.13394,-70.3063,42.13394,48,3,5005,24180,1035,124,1649,23,179,109,244,5,126,133,2,2,2,128,,,,,,,,,,,,,,,,,,,,,
"CCS-0304",243052,17552,42.01481,-70.29131,B,07/26/2023 12:41:29,Argos,0,0,CS,,401677542,07/26/2023 12:41:30,1,1,0,-133,401677542,-70.29131,42.01481,-70.29131,42.01481,8,3,49579,74154,33147,92,4228,217,152,29,243,109,40,229,252,252,252,204,241,5,254,255,255,239,254,253,228,247,203,225,156,79,14,224,234,106,22,25,
