DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
CCS-0304,243052,Mk10,21:37:08 25-Jul-2023,,,,,,CRC 12145.54047,17:42:00 25-Jul-2023,Behavior,178,247,29,243,26,131,158,168,64,255,11,75,246,224,143,166,239,231,176,25,195,86,233,57,28,56,160,2,6,103,166,
CCS-0304,243052,Mk10,23:19:14 25-Jul-2023,,,0,42.8555,-73.6976,CRC 35417.37849,22:57:17 25-Jul-2023,Fast-GPS,120,165,157,243,103,148,85,156,153,48,80,23,47,77,21,98,181,240,37,25,86,8,34,,,,,,,,,
CCS-0304,243052,Mk10,00:02:45 26-Jul-2023,,,B,42.2195,-69.9950,CRC 58145.23543,19:25:00 25-Jul-2023,Behavior,190,50,29,243,54,64,189,6,78,176,139,16,82,34,0,47,3,62,68,205,137,196,205,129,142,225,119,15,224,85,64,
CCS-0304,243052,Mk10,02:12:54 26-Jul-2023,,,B,42.1332,-69.9954,CRC 16046.63417,17:00:00 25-Jul-2023,TimeSeries,211,234,237,243,24,0,72,60,60,60,62,44,123,46,166,208,110,170,158,248,124,7,79,235,146,161,57,173,154,4,121,
CCS-0304,243052,Mk10,09:20:14 26-Jul-2023,,,A,42.0003,-70.0909,CRC 47626.44254,23:00:00 25-Jul-2023,DiveDuration,75,160,173,243,112,55,129,0,30,14,95,132,162,214,227,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,09:54:59 26-Jul-2023,,,1,42.1078,-70.1607,CRC 20797.38684,05:13:18 26-Jul-2023,Fast-GPS,117,19,221,244,84,212,151,229,46,170,170,170,170,170,170,170,234,170,174,33,44,85,128,,,,,,,,,
CCS-0304,243052,Mk10,10:27:08 26-Jul-2023,,,0,42.1169,-70.2308,CRC 52033.17465,10:27:08 26-Jul-2023,Fast-GPS,124,180,20,27,103,148,85,156,157,48,112,23,43,78,85,102,149,240,37,25,86,8,8,,,,,,,,,
CCS-0304,243052,Mk10,10:28:06 26-Jul-2023,,,0,42.1169,-70.2308,CRC 30211.28840,00:00:00 26-Jul-2023,TAD,23,96,61,244,0,203,28,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,11:07:43 26-Jul-2023,,,B,42.0196,-70.2162,CRC 45634.28867,01:00:00 26-Jul-2023,TAD,27,36,45,244,17,120,24,192,40,192,0,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,11:12:04 26-Jul-2023,,,B,42.0228,-70.2198,CRC 31542.21334,00:00:00 26-Jul-2023,TAD,23,179,109,244,5,126,133,2,0,2,225,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,12:18:16 26-Jul-2023,,,0,42.1339,-70.3063,CRC 53769.54344,04:35:37 26-Jul-2023,Fast-GPS,125,32,157,244,70,57,81,52,137,136,3,147,85,3,63,209,145,150,35,192,143,237,172,,,,,,,,,
CCS-0304,243052,Mk10,12:20:40 26-Jul-2023,,,0,42.1339,-70.3063,CRC 45762.5187,01:00:00 30-Jul-2023,TAD,27,44,45,252,17,120,24,192,32,192,0,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,12:41:30 26-Jul-2023,,,B,42.0148,-70.2913,CRC 39297.5792,22:00:00 25-Jul-2023,TimeSeries,217,152,29,243,109,40,229,252,252,252,204,241,5,254,255,255,239,254,253,228,247,203,225,156,79,14,224,234,106,22,25,
CCS-0304,243052,Mk10,13:30:41 26-Jul-2023,,,0,42.0889,-70.1902,CRC 50814.39671,21:00:00 25-Jul-2023,TwentyMinTimeline,92,103,237,243,88,2,36,84,82,51,51,51,51,51,51,51,49,17,17,145,159,49,152,126,245,247,155,83,147,51,51,
CCS-0304,243052,Mk10,13:37:31 26-Jul-2023,,,0,42.0889,-70.1902,CRC 9015.39830,19:01:00 25-Jul-2023,Behavior,178,51,125,243,48,65,30,14,65,176,12,64,114,46,0,98,2,153,40,227,24,161,4,54,0,182,11,43,16,40,0,
CCS-0304,243052,Mk10,14:03:35 26-Jul-2023,,,0,42.1018,-70.2005,CRC 47055.427,19:00:00 25-Jul-2023,TimeSeries,219,124,253,243,60,214,238,240,0,15,0,0,15,255,0,0,63,239,255,255,255,255,15,133,123,209,182,26,183,165,107,
CCS-0304,243052,Mk10,14:08:47 26-Jul-2023,,,0,42.1018,-70.2005,CRC 38663.7037,10:35:38 26-Jul-2023,Fast-GPS,121,112,125,244,166,57,144,67,227,42,8,180,124,141,156,9,217,151,100,192,1,193,61,,,,,,,,,
CCS-0304,243052,Mk10,14:22:38 26-Jul-2023,,,,,,CRC 8107.50402,21:00:00 25-Jul-2023,TAD,17,250,189,243,84,119,6,130,97,224,12,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,15:52:48 26-Jul-2023,,,B,42.1451,-70.2392,CRC 62707.51229,22:00:00 25-Jul-2023,TimeSeries,223,79,61,243,104,1,192,72,242,230,166,131,45,185,83,185,137,164,58,247,97,54,165,157,53,104,158,173,198,146,253,
CCS-0304,243052,Mk10,16:17:46 26-Jul-2023,,,0,42.1209,-70.1732,CRC 47055.52646,19:00:00 25-Jul-2023,TimeSeries,219,124,253,243,60,214,238,240,0,15,0,0,15,255,0,0,63,239,255,224,204,80,208,208,92,183,223,171,41,162,116,
CCS-0304,243052,Mk10,00:08:24 27-Jul-2023,,,B,42.0582,-70.5799,CRC 13205.23030,,,227,57,82,11,75,156,12,199,255,241,127,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,00:59:46 27-Jul-2023,,,B,42.0153,-70.5479,CRC 39631.21027,10:00:00 26-Jul-2023,TAD,25,172,253,244,165,122,60,238,69,146,221,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,02:58:40 27-Jul-2023,,,B,42.0913,-70.3065,CRC 50815.50814,21:00:00 25-Jul-2023,TimeSeries,220,103,253,243,88,2,36,84,80,80,70,174,248,76,76,68,208,80,80,196,197,4,208,196,205,4,196,197,4,196,204,
CCS-0304,243052,Mk10,08:20:03 27-Jul-2023,,,A,42.0939,-70.1509,CRC 45493.37592,07:00:00 12-Jan-2020,TAD,27,27,80,88,122,46,241,3,177,87,123,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,09:59:45 27-Jul-2023,,,0,42.1079,-70.3185,CRC 50543.52771,05:17:00 02-Jan-1601,LightLoc,140,86,247,1,151,110,246,26,206,84,188,53,215,191,218,106,196,4,12,119,98,178,0,,,,,,,,,
CCS-0304,243052,Mk10,10:06:32 27-Jul-2023,,,0,42.1079,-70.3185,CRC 36063.24286,18:00:00 25-Jul-2023,DiveDuration,72,205,253,243,32,55,130,4,12,8,56,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,10:21:51 27-Jul-2023,,,0,42.0997,-70.2443,CRC 34466.25048,18:56:02 26-Jul-2023,Fast-GPS,120,106,45,245,39,128,146,219,193,226,230,99,111,20,214,47,54,179,255,203,137,99,170,,,,,,,,,
CCS-0304,243052,Mk10,11:11:35 27-Jul-2023,,,B,42.1162,-70.3324,CRC 55204.51701,17:00:00 25-Jun-2023,Behavior,189,122,77,179,16,0,217,94,192,112,153,252,188,74,38,25,0,145,29,97,230,116,227,224,80,32,68,35,0,64,64,
CCS-0304,243052,Mk10,11:37:05 27-Jul-2023,,,B,42.1162,-70.3324,CRC 49508.7043,13:00:00 26-Jul-2021,DiveDepth,60,22,69,244,209,128,65,128,8,0,32,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,12:24:16 27-Jul-2023,,,B,41.9169,-70.3618,CRC 23446.33653,08:00:00 26-Jul-2023,TAD,21,185,109,244,131,121,196,140,192,57,16,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,13:19:11 27-Jul-2023,,,0,42.1498,-70.2257,CRC 47679.37827,06:29:12 26-Jul-2023,Fast-GPS,123,163,253,244,101,211,18,27,214,1,89,105,176,103,172,186,193,149,226,,,,,,,,,,,,,
CCS-0304,243052,Mk10,13:57:46 27-Jul-2023,,,A,42.1109,-70.2259,CRC 18180.28867,21:10:00 25-Jul-2023,Behavior,180,112,77,243,82,129,42,164,99,64,8,63,135,8,206,96,48,64,4,140,0,98,134,49,147,3,45,104,80,0,2,
CCS-0304,243052,Mk10,14:06:22 27-Jul-2023,,,A,42.1237,-70.1378,CRC 46188.39522,09:00:00 07-Nov-2022,DiveDepth,59,70,202,206,155,129,41,249,255,255,255,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,14:20:54 27-Jul-2023,,,A,42.1667,-70.1837,CRC 39297.51045,22:00:00 25-Jul-2023,TimeSeries,217,152,29,243,109,40,229,252,252,252,236,241,4,254,255,255,239,254,191,255,254,250,255,255,255,255,255,255,254,255,255,
CCS-0304,243052,Mk10,15:04:25 27-Jul-2023,,,B,42.1337,-70.2362,CRC 44499.52690,17:00:00 26-Jul-2023,DiveDuration,74,221,61,245,16,54,130,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,15:33:04 27-Jul-2023,,,0,42.2732,-70.2376,CRC 48243.9924,12:00:00 26-Jul-2023,TAD,27,199,61,244,197,110,62,180,31,120,207,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,15:33:24 27-Jul-2023,,,0,42.2732,-70.2376,Too short,,Behavior,188,112,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,16:40:47 27-Jul-2023,,,B,42.0714,-70.0597,CRC 10126.45674,17:00:00 25-Jul-2023,TAD,18,120,237,243,22,100,204,140,155,39,108,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,16:46:54 27-Jul-2023,,,B,42.0714,-70.0597,CRC 65535.54285,,,255,255,255,255,255,255,255,252,15,224,255,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,17:38:16 27-Jul-2023,,,B,42.1256,-70.0555,CRC 4211.53366,15:00:00 27-Jul-2023,DiveDepth,49,7,61,246,240,52,131,64,53,146,2,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,21:32:07 27-Jul-2023,,,0,42.1232,-69.9474,CRC 13992.25515,11:00:00 27-Jul-2023,DiveDuration,67,106,141,246,176,57,131,2,8,16,0,32,16,0,0,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,22:08:16 27-Jul-2023,,,B,42.0953,-70.0015,CRC 45160.30313,08:00:00 27-Jul-2023,TAD,27,6,141,246,131,123,15,0,128,0,8,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,22:43:39 27-Jul-2023,,,B,42.1325,-70.1013,CRC 45205.28398,,Behavior,187,9,87,132,15,137,3,163,178,92,105,126,136,136,7,51,77,212,178,218,210,212,180,165,168,109,11,46,234,86,166,
CCS-0304,243052,Mk10,23:45:23 27-Jul-2023,,,A,42.1902,-69.9671,CRC 39001.46736,23:00:00 25-Jul-2023,TimeSeries,217,133,157,243,120,0,132,68,4,4,66,247,114,196,0,15,76,4,4,12,68,68,64,68,0,249,117,88,143,96,18,
CCS-0304,243052,Mk10,23:55:55 27-Jul-2023,,,0,42.1468,-69.9781,CRC 46866.21269,21:00:00 25-Jul-2023,TimeSeries,219,113,45,243,92,206,120,247,184,248,252,145,255,24,1,15,228,254,255,126,255,239,244,124,255,245,179,243,247,247,247,
CCS-0304,243052,Mk10,00:32:43 28-Jul-2023,,,0,42.1215,-69.9736,CRC 54293.45117,19:00:00 25-Jul-2023,TimeSeries,221,65,93,243,56,1,68,35,114,130,119,114,192,11,55,49,64,200,4,4,0,2,64,61,192,0,8,8,129,95,223,
CCS-0304,243052,Mk10,00:35:19 28-Jul-2023,,,0,42.1215,-69.9736,CRC 50948.1809,11:00:00 26-Jul-2023,DiveDepth,60,112,77,244,177,128,65,192,0,0,0,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,00:42:22 28-Jul-2023,,,0,42.1215,-69.9736,CRC 29301.52574,18:00:00 25-Jul-2023,TimeSeries,215,39,93,243,44,246,239,16,31,240,0,15,159,68,53,248,188,240,47,238,255,241,0,0,0,47,0,0,239,0,0,
CCS-0304,243052,Mk10,03:51:39 28-Jul-2023,,,B,42.1541,-70.0633,CRC 57579.55213,,TimeSeries,222,14,189,243,141,167,188,196,196,62,153,54,102,204,153,50,109,204,219,38,203,137,155,52,147,114,73,185,76,196,220,
CCS-0304,243052,Mk10,09:18:14 28-Jul-2023,,,A,42.0901,-70.2023,CRC 47052.18381,10:31:22 27-Jul-2023,Fast-GPS,123,124,205,246,165,245,147,193,206,15,178,18,104,217,13,31,153,155,113,64,0,0,64,,,,,,,,,
CCS-0304,243052,Mk10,09:23:58 28-Jul-2023,,,0,42.0894,-70.2181,CRC 37165.17715,07:28:00 28-Jul-2023,Behavior,185,18,221,248,119,1,22,24,20,205,37,34,14,1,144,10,10,32,4,32,20,100,64,6,0,40,168,144,15,172,48,
CCS-0304,243052,Mk10,09:26:59 28-Jul-2023,,,0,42.0894,-70.2181,CRC 8261.43010,07:00:00 28-Jul-2023,TimeSeries,210,4,93,248,127,123,240,79,58,147,94,7,237,92,149,254,145,232,192,181,211,234,140,86,88,241,142,99,71,13,163,
CCS-0304,243052,Mk10,09:30:54 28-Jul-2023,,,0,42.0894,-70.2181,CRC 52011.54924,07:00:00 28-Jul-2023,TimeSeries,220,178,189,248,120,1,193,197,222,157,197,76,123,187,28,68,113,250,86,191,4,61,20,206,98,238,145,7,160,60,134,
CCS-0304,243052,Mk10,09:44:16 28-Jul-2023,,,A,42.1218,-70.2061,CRC 44982.26478,,DiveDuration,74,251,109,243,197,89,228,,,,,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,10:50:08 28-Jul-2023,,,A,42.1577,-70.1584,CRC 33054.36818,03:00:00 28-Jul-2023,TimeSeries,216,17,237,248,56,1,128,70,90,70,102,68,217,152,197,164,206,88,198,88,198,228,86,208,4,217,40,195,152,247,147,
CCS-0304,243052,Mk10,10:51:32 28-Jul-2023,,,A,42.1577,-70.1584,CRC 1843.16166,03:00:00 28-Jul-2022,TAD,16,115,57,248,49,248,3,251,4,195,11,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,11:09:29 28-Jul-2023,,,1,42.1240,-70.1797,CRC 62929.5461,15:28:19 26-Jul-2023,Fast-GPS,127,93,29,244,245,196,215,32,237,152,252,241,96,28,186,236,124,129,141,153,170,60,86,,,,,,,,,
CCS-0304,243052,Mk10,11:10:41 28-Jul-2023,,,1,42.1240,-70.1797,CRC 60851.45568,02:00:00 28-Jul-2023,TimeSeries,222,219,61,248,40,1,192,92,76,213,69,69,69,212,85,197,197,221,212,93,69,85,78,187,28,122,225,208,16,222,94,
CCS-0304,243052,Mk10,11:12:21 28-Jul-2023,,,1,42.1240,-70.1797,CRC 18531.35874,18:00:00 27-Jul-2023,DiveDuration,68,134,61,247,32,55,131,0,0,8,0,,,,,,,,,,,,,,,,,,,,,
CCS-0304,243052,Mk10,11:21:07 28-Jul-2023,,,0,42.1042,-70.1490,CRC 10082.28292,22:28:00 27-Jul-2023,Behavior,178,118,45,247,103,1,227,25,230,24,227,24,231,24,198,48,68,146,71,191,10,51,23,26,31,222,94,136,208,103,227,
CCS-0304,243052,Mk10,11:22:33 28-Jul-2023,,,0,42.1042,-70.1490,CRC 62178.60938,18:00:00 28-Jul-2023,DiveDuration,79,46,45,249,37,191,55,213,28,110,54,,,,,,,,,,,,,,,,,,,,,
