DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange,Activity,ARange
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:10:00,,,,6.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:11:15,,,,11.5,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:12:30,,,,0.5,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:13:45,,,,21.5,2.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:15:00,,,,14.5,2.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:16:15,,,,11.5,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:17:30,,,,10.0,1.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:18:45,,,,8.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:20:00,,,,11.5,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:21:15,,,,2.0,0.75,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:22:30,,,,0.5,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:23:45,,,,11.5,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:25:00,,,,10.0,1.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:26:15,,,,10.0,1.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:27:30,,,,10.0,1.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:28:45,,,,5.0,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:30:00,,,,11.5,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:31:15,,,,21.5,2.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:32:30,,,,1.5,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:33:45,,,,14.5,2.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:35:00,,,,10.0,1.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:36:15,,,,8.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:37:30,,,,1.0,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:38:45,,,,8.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:40:00,,,,6.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:41:15,,,,6.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:42:30,,,,0.5,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:43:45,,,,10.0,1.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:45:00,,,,11.5,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:46:15,,,,10.0,1.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:47:30,,,,14.5,2.00,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:48:45,,,,8.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:50:00,,,,5.0,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:51:15,,,,0.5,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:52:30,,,,8.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:53:45,,,,8.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:55:00,,,,8.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:56:15,,,,8.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:57:30,,,,1.5,0.50,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,17:58:45,,,,6.0,1.25,,,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:00:00,,,,5.5,0.75,9.9,0.50,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:01:15,,,,10.0,0.50,9.1,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:02:30,,,,5.5,0.75,9.9,0.50,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:03:45,,,,0.5,0.50,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:05:00,,,,0.5,0.50,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:06:15,,,,7.5,0.75,9.1,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:07:30,,,,7.5,0.75,9.1,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:08:45,,,,7.5,0.75,9.1,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:10:00,,,,5.5,0.75,9.1,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:11:15,,,,0.5,0.50,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:12:30,,,,4.0,0.75,16.5,0.50,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:13:45,,,,0.5,0.50,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:15:00,,,,5.0,0.50,12.4,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:16:15,,,,5.5,0.75,12.4,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:17:30,,,,6.5,0.50,11.6,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:18:45,,,,5.0,0.50,13.3,0.50,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:20:00,,,,0.5,0.50,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:21:15,,,,2.0,0.50,15.7,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:22:30,,,,2.5,0.75,18.2,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:23:45,,,,1.0,0.75,19.0,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:25:00,,,,1.0,0.75,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:26:15,,,,8.5,0.50,9.1,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:27:30,,,,5.5,0.75,10.8,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:28:45,,,,0.5,0.50,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:30:00,,,,1.0,0.75,20.7,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:31:15,,,,2.0,0.50,20.7,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:32:30,,,,0.5,0.50,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:33:45,,,,1.0,0.75,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:35:00,,,,0.5,0.50,21.5,0.45,,
CCS-0304,243052,,Transmission,Mk10,25-Jul-2023,18:36:15,,,,6.5,0.50,9.9,0.50,,
