DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
CCS-0304,243052,Mk10,DS,1,0,0,,,18:11:44 25-Jul-2023,O3,,,,,,,,401650000,-130
CCS-0304,243052,Mk10,DS,1,0,1,,,21:37:08 25-Jul-2023,SR,,,,,,,,401650000,-133
CCS-0304,243052,Mk10,DS,4,0,1,219,82,23:15:04 25-Jul-2023,SR,0,42.8555,-73.6976,42.8555,-73.6976,50,,401677629,-123
CCS-0304,243052,Mk10,DS,2,0,0,171,171,23:17:48 25-Jul-2023,A1,B,42.2098,-69.9820,42.2098,-69.9820,6,,401677642,-125
CCS-0304,243052,Mk10,DS,1,0,1,,,00:02:45 26-Jul-2023,NP,B,42.2195,-69.9950,42.2195,-69.9950,5,,401677694,-130
CCS-0304,243052,Mk10,DS,1,0,1,,,02:12:53 26-Jul-2023,NN,B,42.1332,-69.9954,42.1332,-69.9954,8,,401677635,-123
CCS-0304,243052,Mk10,DS,1,0,1,,,03:51:52 26-Jul-2023,NN,B,42.1161,-69.9994,42.1161,-69.9994,8,,401677651,-137
CCS-0304,243052,Mk10,DS,1,0,1,,,03:51:52 26-Jul-2023,O3,B,42.1225,-69.9980,42.1225,-69.9980,,,401677646,-129
CCS-0304,243052,Mk10,DS,3,0,1,188,22,09:24:18 26-Jul-2023,CS,A,42.0003,-70.0909,42.0003,-70.0909,8,,401677540,-122
CCS-0304,243052,Mk10,DS,4,0,1,44,16,09:56:26 26-Jul-2023,A1,1,42.1078,-70.1607,42.1078,-70.1607,45,,401677595,-116
CCS-0304,243052,Mk10,DS,5,0,2,111,58,10:30:38 26-Jul-2023,SR,0,42.1169,-70.2308,42.1169,-70.2308,48,,401677573,-121
CCS-0304,243052,Mk10,DS,2,0,1,34,34,11:07:25 26-Jul-2023,CS,B,42.0196,-70.2162,42.0196,-70.2162,8,,401677574,-124
CCS-0304,243052,Mk10,DS,1,0,1,,,11:12:04 26-Jul-2023,NK,B,42.0228,-70.2198,42.0228,-70.2198,6,,401677600,-135
CCS-0304,243052,Mk10,DS,4,0,2,67,20,12:19:27 26-Jul-2023,NP,0,42.1339,-70.3063,42.1339,-70.3063,48,,401677591,-134
CCS-0304,243052,Mk10,DS,1,0,1,,,12:41:29 26-Jul-2023,CS,B,42.0148,-70.2913,42.0148,-70.2913,8,,401677542,-133
CCS-0304,243052,Mk10,DS,2,0,0,130,130,12:49:49 26-Jul-2023,NK,B,42.1325,-70.2049,42.1325,-70.2049,6,,401677592,-125
CCS-0304,243052,Mk10,DS,7,0,2,110,19,13:37:31 26-Jul-2023,MC,0,42.0889,-70.1902,42.0889,-70.1902,48,,401677587,-121
CCS-0304,243052,Mk10,DS,9,0,2,91,20,13:59:19 26-Jul-2023,NP,0,42.1018,-70.2005,42.1018,-70.2005,46,,401677583,-119
CCS-0304,243052,Mk10,DS,3,0,1,200,68,14:21:30 26-Jul-2023,MB,,,,,,,,401650000,
CCS-0304,243052,Mk10,DS,1,0,0,,,14:30:54 26-Jul-2023,NK,B,42.1230,-70.2881,42.1230,-70.2881,8,,401677570,-128
CCS-0304,243052,Mk10,DS,6,0,0,81,15,14:30:54 26-Jul-2023,NN,0,42.0752,-70.1623,42.0752,-70.1623,40,,401677576,-129
CCS-0304,243052,Mk10,DS,9,0,0,66,32,15:14:57 26-Jul-2023,MC,0,42.1096,-70.1701,42.1096,-70.1701,46,,401677605,-116
CCS-0304,243052,Mk10,DS,2,0,0,392,392,15:38:20 26-Jul-2023,NP,B,42.1457,-70.2139,42.1457,-70.2139,6,,401677583,-130
CCS-0304,243052,Mk10,DS,2,0,1,56,56,15:53:16 26-Jul-2023,O3,B,42.1451,-70.2392,42.1451,-70.2392,6,,401677586,-125
CCS-0304,243052,Mk10,DS,1,0,0,,,16:05:13 26-Jul-2023,MB,,,,,,,,401650000,
CCS-0304,243052,Mk10,DS,7,0,1,80,19,16:11:14 26-Jul-2023,NN,0,42.1209,-70.1732,42.1209,-70.1732,46,,401677598,-119
CCS-0304,243052,Mk10,DS,1,0,1,,,00:08:24 27-Jul-2023,NK,B,42.0582,-70.5799,42.0582,-70.5799,8,,401677587,-135
CCS-0304,243052,Mk10,DS,1,0,1,,,00:59:46 27-Jul-2023,MC,B,42.0153,-70.5479,42.0153,-70.5479,8,,401677579,-121
CCS-0304,243052,Mk10,DS,1,0,1,,,02:58:40 27-Jul-2023,O3,B,42.0913,-70.3065,42.0913,-70.3065,6,,401677660,-139
CCS-0304,243052,Mk10,DS,3,0,1,205,204,08:23:28 27-Jul-2023,SR,A,42.0939,-70.1509,42.0939,-70.1509,8,,401677630,-130
CCS-0304,243052,Mk10,DS,3,0,0,128,77,09:37:17 27-Jul-2023,A1,A,42.1083,-70.2548,42.1083,-70.2548,8,,401677572,-130
