DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
CCS-0521,234800,,Transmission,Mk10,1,19:16:00 30-Jun-2022,19:51:58 30-Jun-2022,Message,10,,,,2148.000000,2168.000000,,
CCS-0521,234800,,Transmission,Mk10,1,19:16:00 30-Jun-2022,19:21:06 30-Jun-2022,Dive,1,Square,14.0,14.0,305,307,,
CCS-0521,234800,,Transmission,Mk10,1,19:21:06 30-Jun-2022,19:21:12 30-Jun-2022,Surface,,,,,5,7,6,0
CCS-0521,234800,,Transmission,Mk10,1,19:21:12 30-Jun-2022,19:27:02 30-Jun-2022,Dive,1,Square,23.0,23.0,349,351,,
CCS-0521,234800,,Transmission,Mk10,1,19:27:02 30-Jun-2022,19:28:52 30-Jun-2022,Surface,,,,,109,111,32,78
CCS-0521,234800,,Transmission,Mk10,1,19:28:52 30-Jun-2022,19:34:06 30-Jun-2022,Dive,1,Square,25.5,26.0,313,315,,
CCS-0521,234800,,Transmission,Mk10,1,19:34:06 30-Jun-2022,19:35:26 30-Jun-2022,Surface,,,,,79,81,54,26
CCS-0521,234800,,Transmission,Mk10,1,19:35:26 30-Jun-2022,19:41:52 30-Jun-2022,Dive,1,Square,14.0,14.0,385,387,,
CCS-0521,234800,,Transmission,Mk10,1,19:41:52 30-Jun-2022,19:43:20 30-Jun-2022,Surface,,,,,87,89,48,40
CCS-0521,234800,,Transmission,Mk10,1,19:43:20 30-Jun-2022,19:49:48 30-Jun-2022,Dive,1,Square,12.0,12.0,387,389,,
CCS-0521,234800,,Transmission,Mk10,1,19:49:48 30-Jun-2022,19:51:58 30-Jun-2022,Surface,,,,,129,131,92,38
CCS-0521,234800,,Transmission,Mk10,2,19:52:00 30-Jun-2022,20:33:52 30-Jun-2022,Message,10,,,,2502.000000,2522.000000,,
CCS-0521,234800,,Transmission,Mk10,2,19:52:00 30-Jun-2022,20:00:22 30-Jun-2022,Dive,1,V,23.5,23.5,501,503,,
CCS-0521,234800,,Transmission,Mk10,2,20:00:22 30-Jun-2022,20:03:24 30-Jun-2022,Surface,,,,,181,183,88,94
CCS-0521,234800,,Transmission,Mk10,2,20:03:24 30-Jun-2022,20:11:12 30-Jun-2022,Dive,1,Square,18.5,18.5,467,469,,
CCS-0521,234800,,Transmission,Mk10,2,20:11:12 30-Jun-2022,20:11:48 30-Jun-2022,Surface,,,,,35,37,30,6
