DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
CCS-0521,234800,Mk10,19:17:00 30-Jun-2022,User,,42.1614,-70.1100,,,,,,,,,,
CCS-0521,234800,Mk10,21:40:11 30-Jun-2022,Argos,B,42.1895,-70.1053,1269,16512,97,137,,,,,,
CCS-0521,234800,Mk10,21:40:11 30-Jun-2022,Argos,B,42.0300,-70.1404,3040,3814,2422,62,,,,,,
CCS-0521,234800,Mk10,23:15:39 30-Jun-2022,Argos,1,42.2465,-70.1441,1222,3040,491,79,,,,,,
CCS-0521,234800,Mk10,23:17:12 30-Jun-2022,Argos,A,42.2212,-70.1081,771,17775,33,102,,,,,,
CCS-0521,234800,Mk10,00:05:03 01-Jul-2022,Argos,B,42.2226,-70.1451,745,1512,367,171,,,,,,
CCS-0521,234800,Mk10,00:40:15 01-Jul-2022,Argos,B,42.2013,-70.1520,870,1221,620,92,,,,,,
CCS-0521,234800,Mk10,00:46:54 01-Jul-2022,Argos,2,42.1799,-70.1818,273,350,212,140,,,,,,
CCS-0521,234800,Mk10,00:54:20 01-Jul-2022,Argos,B,42.1794,-70.1823,683,983,473,80,,,,,,
CCS-0521,234800,Mk10,08:56:22 01-Jul-2022,Argos,A,42.1522,-70.1431,358,878,145,11,,,,,,
CCS-0521,234800,Mk10,09:10:42 01-Jul-2022,Argos,A,42.1249,-70.1783,617,1585,240,153,,,,,,
CCS-0521,234800,Mk10,10:34:01 01-Jul-2022,Argos,A,42.1154,-70.1080,2102,28256,156,96,,,,,,
CCS-0521,234800,Mk10,10:44:31 01-Jul-2022,Argos,B,42.1193,-70.2072,2206,3182,1529,122,,,,,,
CCS-0521,234800,Mk10,11:22:09 01-Jul-2022,Argos,B,42.1134,-70.2021,3944,5559,2797,96,,,,,,
CCS-0521,234800,Mk10,11:31:10 01-Jul-2022,Argos,B,42.1143,-70.2034,2526,22545,283,62,,,,,,
CCS-0521,234800,Mk10,13:01:45 01-Jul-2022,Argos,0,42.0128,-70.1483,15300,98278,2382,114,,,,,,
CCS-0521,234800,Mk10,13:04:15 01-Jul-2022,Argos,B,42.0212,-70.2443,6512,12542,3381,98,,,,,,
CCS-0521,234800,Mk10,13:08:25 01-Jul-2022,Argos,B,42.0062,-70.1395,8725,29360,2592,113,,,,,,
CCS-0521,234800,Mk10,14:37:00 01-Jul-2022,Argos,A,42.0645,-70.2132,5899,59861,581,97,,,,,,
CCS-0521,234800,Mk10,14:40:16 01-Jul-2022,Argos,0,42.1608,-70.2440,22678,341640,1505,102,,,,,,
CCS-0521,234800,Mk10,14:41:42 01-Jul-2022,Argos,1,42.0894,-70.1563,1104,1928,631,104,,,,,,
