DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
CCS-0521,234800,,Mk10,19:00:00 30-Jun-2022,,,,3.0,17.4,TimeSeries
CCS-0521,234800,,Mk10,20:00:00 30-Jun-2022,,,,1.3,18.9,TimeSeries
CCS-0521,234800,,Mk10,21:00:00 30-Jun-2022,,,,0.4,19.5,TimeSeries
CCS-0521,234800,,Mk10,22:00:00 30-Jun-2022,,,,0.4,19.5,TimeSeries
CCS-0521,234800,,Mk10,15:00:00 02-Jul-2022,,,,0.0,12.9,Status
CCS-0521,234800,,Mk10,04:00:00 03-Jul-2022,,,,2.5,17.6,TimeSeries
CCS-0521,234800,,Mk10,05:00:00 03-Jul-2022,,,,0.8,17.6,TimeSeries
CCS-0521,234800,,Mk10,06:00:00 03-Jul-2022,,,,2.5,17.6,TimeSeries
CCS-0521,234800,,Mk10,12:00:00 03-Jul-2022,,,,0.0,15.8,Status
CCS-0521,234800,,Mk10,23:00:00 04-Jul-2022,,,,0.0,20.3,Status
CCS-0521,234800,,Mk10,13:00:00 05-Jul-2022,,,,0.0,19.5,Status
CCS-0521,234800,,Mk10,02:00:00 06-Jul-2022,,,,1.3,19.6,TimeSeries
CCS-0521,234800,,Mk10,03:00:00 06-Jul-2022,,,,0.8,20.1,TimeSeries
CCS-0521,234800,,Mk10,04:00:00 06-Jul-2022,,,,1.3,20.1,TimeSeries
CCS-0521,234800,,Mk10,06:00:00 06-Jul-2022,,,,1.8,20.3,TimeSeries
CCS-0521,234800,,Mk10,07:00:00 06-Jul-2022,,,,1.8,20.3,TimeSeries
CCS-0521,234800,,Mk10,08:00:00 06-Jul-2022,,,,0.8,20.3,TimeSeries
CCS-0521,234800,,Mk10,09:00:00 06-Jul-2022,,,,0.8,19.6,TimeSeries
CCS-0521,234800,,Mk10,10:00:00 06-Jul-2022,,,,1.5,19.6,TimeSeries
CCS-0521,234800,,Mk10,14:00:00 06-Jul-2022,,,,1.0,18.3,TimeSeries
CCS-0521,234800,,Mk10,15:00:00 06-Jul-2022,,,,1.0,19.9,TimeSeries
CCS-0521,234800,,Mk10,16:00:00 06-Jul-2022,,,,1.0,19.9,TimeSeries
CCS-0521,234800,,Mk10,09:00:00 12-Jul-2022,,,,0.0,18.8,Status
CCS-0521,234800,,Mk10,04:00:00 15-Jul-2022,,,,1.3,22.7,TimeSeries
CCS-0521,234800,,Mk10,05:00:00 15-Jul-2022,,,,0.8,22.7,TimeSeries
CCS-0521,234800,,Mk10,06:00:00 15-Jul-2022,,,,1.8,22.7,TimeSeries
CCS-0521,234800,,Mk10,16:00:00 15-Jul-2022,,,,1.3,23.0,TimeSeries
CCS-0521,234800,,Mk10,17:00:00 15-Jul-2022,,,,2.0,23.0,TimeSeries
CCS-0521,234800,,Mk10,18:00:00 15-Jul-2022,,,,1.3,23.0,TimeSeries
CCS-0521,234800,,Mk10,20:00:00 15-Jul-2022,,,,1.0,23.3,TimeSeries
CCS-0521,234800,,Mk10,21:00:00 15-Jul-2022,,,,1.0,22.5,TimeSeries
CCS-0521,234800,,Mk10,22:00:00 15-Jul-2022,,,,1.0,22.5,TimeSeries
CCS-0521,234800,,Mk10,13:00:00 16-Jul-2022,,,,0.0,22.4,Status
CCS-0521,234800,,Mk10,00:00:00 18-Jul-2022,,,,1.3,23.1,TimeSeries
CCS-0521,234800,,Mk10,01:00:00 18-Jul-2022,,,,0.8,23.1,TimeSeries
CCS-0521,234800,,Mk10,02:00:00 18-Jul-2022,,,,1.3,23.1,TimeSeries
CCS-0521,234800,,Mk10,04:00:00 18-Jul-2022,,,,0.8,23.0,TimeSeries
CCS-0521,234800,,Mk10,05:00:00 18-Jul-2022,,,,1.3,23.0,TimeSeries
CCS-0521,234800,,Mk10,06:00:00 18-Jul-2022,,,,1.3,23.0,TimeSeries
CCS-0521,234800,,Mk10,08:00:00 18-Jul-2022,,,,0.8,23.0,TimeSeries
CCS-0521,234800,,Mk10,09:00:00 18-Jul-2022,,,,1.0,23.0,TimeSeries
CCS-0521,234800,,Mk10,10:00:00 18-Jul-2022,,,,1.0,23.0,TimeSeries
CCS-0521,234800,,Mk10,14:00:00 18-Jul-2022,,,,1.8,23.2,TimeSeries
CCS-0521,234800,,Mk10,15:00:00 18-Jul-2022,,,,0.0,23.2,Status
CCS-0521,234800,,Mk10,16:00:00 18-Jul-2022,,,,1.8,23.2,TimeSeries
CCS-0521,234800,,Mk10,00:00:00 21-Jul-2022,,,,0.8,23.1,TimeSeries
CCS-0521,234800,,Mk10,01:00:00 21-Jul-2022,,,,0.8,22.4,TimeSeries
CCS-0521,234800,,Mk10,02:00:00 21-Jul-2022,,,,0.8,22.8,TimeSeries
CCS-0521,234800,,Mk10,03:00:00 21-Jul-2022,,,,1.3,22.6,TimeSeries
CCS-0521,234800,,Mk10,04:00:00 21-Jul-2022,,,,0.8,22.8,TimeSeries
CCS-0521,234800,,Mk10,02:00:00 27-Jul-2022,,,,1.8,22.1,TimeSeries
CCS-0521,234800,,Mk10,03:00:00 27-Jul-2022,,,,0.8,22.1,TimeSeries
CCS-0521,234800,,Mk10,04:00:00 27-Jul-2022,,,,1.3,22.1,TimeSeries
CCS-0521,234800,,Mk10,05:00:00 27-Jul-2022,,,,0.8,22.3,TimeSeries
CCS-0521,234800,,Mk10,06:00:00 27-Jul-2022,,,,1.8,22.3,TimeSeries
CCS-0521,234800,,Mk10,16:00:00 27-Jul-2022,,,,1.5,22.9,TimeSeries
CCS-0521,234800,,Mk10,17:00:00 27-Jul-2022,,,,1.5,22.1,TimeSeries
CCS-0521,234800,,Mk10,18:00:00 27-Jul-2022,,,,1.5,22.1,TimeSeries
CCS-0521,234800,,Mk10,00:00:00 30-Jul-2022,,,,1.3,21.9,TimeSeries
CCS-0521,234800,,Mk10,01:00:00 30-Jul-2022,,,,0.8,21.9,TimeSeries
CCS-0521,234800,,Mk10,02:00:00 30-Jul-2022,,,,1.3,21.9,TimeSeries
CCS-0521,234800,,Mk10,06:00:00 30-Jul-2022,,,,1.3,22.6,TimeSeries
CCS-0521,234800,,Mk10,07:00:00 30-Jul-2022,,,,0.8,22.8,TimeSeries
CCS-0521,234800,,Mk10,08:00:00 30-Jul-2022,,,,1.3,22.6,TimeSeries
CCS-0521,234800,,Mk10,12:00:00 30-Jul-2022,,,,2.0,23.6,TimeSeries
CCS-0521,234800,,Mk10,13:00:00 30-Jul-2022,,,,1.3,23.6,TimeSeries
CCS-0521,234800,,Mk10,14:00:00 30-Jul-2022,,,,2.0,23.6,TimeSeries
CCS-0521,234800,,Mk10,17:00:00 31-Jul-2022,,,,0.0,23.5,Status
CCS-0521,234800,,Mk10,01:00:00 01-Aug-2022,,,,0.0,22.7,Status
CCS-0521,234800,,Mk10,12:00:00 01-Aug-2022,,,,0.0,21.9,Status
CCS-0521,234800,,Mk10,10:00:00 02-Aug-2022,,,,1.3,23.4,TimeSeries
CCS-0521,234800,,Mk10,11:00:00 02-Aug-2022,,,,1.3,23.4,TimeSeries
CCS-0521,234800,,Mk10,12:00:00 02-Aug-2022,,,,2.0,23.4,TimeSeries
CCS-0521,234800,,Mk10,14:00:00 02-Aug-2022,,,,2.0,23.5,TimeSeries
CCS-0521,234800,,Mk10,15:00:00 02-Aug-2022,,,,0.0,23.6,Status
CCS-0521,234800,,Mk10,16:00:00 02-Aug-2022,,,,2.0,23.5,TimeSeries
