DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
CCS-0521,234800,,Mk10,,,15:13:23 02-Jul-2022,,A,41.7923,-69.8745,CRC,0,0,,1868,3.440,1.000,0.216,12.90,1.0,26.0,-1,,,,,,,,,,,110,20,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,11:13:46 03-Jul-2022,11:16:53 03-Jul-2022,187,B,41.7113,-69.7034,CRC,0,0,,,,1.000,0.200,,1.5,16.0,-1,,,,,,,,,,,237,20,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,,12:20:32 03-Jul-2022,,0,41.6397,-69.8504,CRC,0,0,,2252,3.440,0.992,0.252,15.80,0.5,16.0,-1,,,,,,,,,,,230,20,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,23:14:04 03-Jul-2022,23:17:11 03-Jul-2022,187,B,41.6822,-69.7837,CRC,0,0,,,,1.000,0.156,,1.0,16.0,-1,,,,,,,,,,,149,20,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,,23:19:03 04-Jul-2022,,A,42.0785,-70.3093,CRC,0,0,,2828,3.440,0.992,0.188,20.30,1.0,24.0,-1,,,,,,,,,,,118,20,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,12:10:24 05-Jul-2022,12:13:32 05-Jul-2022,188,B,42.1204,-70.1779,CRC,0,0,,,,1.000,0.172,,1.5,30.0,-1,,,,,,,,,,,244,18,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,,13:22:21 05-Jul-2022,,0,42.1729,-70.2730,CRC,0,0,,3148,3.440,0.992,0.160,19.50,1.5,30.0,-1,,,,,,,,,,,134,18,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,14:10:00 05-Jul-2022,14:13:08 05-Jul-2022,188,B,42.1275,-70.2672,CRC,0,0,,,,1.000,0.156,,1.5,30.0,-1,,,,,,,,,,,233,18,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,11:49:29 07-Jul-2022,11:52:36 07-Jul-2022,187,0,42.1010,-70.2010,CRC,0,0,,,,0.992,0.324,,1.0,28.0,-1,,,,,,,,,,,255,18,255,80,272,,,,,,,,,0,,,,,,,,,,
CCS-0521,234800,,Mk10,,13:30:57 07-Jul-2022,13:34:05 07-Jul-2022,188,0,42.1071,-70.1492,CRC,0,0,,,,1.000,0.128,,1.5,28.0,-1,,,,,,,,,,,202,18,255,80,272,,,,,,,,,0,,,,,,,,,,
